"","dependent.var","independent.var","independent.var.value","dependent.var.value","numbers","se","min","max","repeat.var","repeat.var.value"
"2810","What are your main shelter-related concerns?","For enumerator:
What is the sex of the respondent?","Male","Other (please specify)",0,NA,0,0,NA,NA
"2910","What are your main shelter-related concerns?","For enumerator:
What is the sex of the respondent?","Female","Don't know",0,NA,0,0,NA,NA
"302","What are your main shelter-related concerns?","For enumerator:
What is the sex of the respondent?","Male","Don't know",0.00645161290322581,NA,0,0.0191948762261305,NA,NA
"3110","What are your main shelter-related concerns?","For enumerator:
What is the sex of the respondent?","Female","Prefer not to answer",0,NA,0,0,NA,NA
"3210","What are your main shelter-related concerns?","For enumerator:
What is the sex of the respondent?","Male","Prefer not to answer",0,NA,0,0,NA,NA
"1180","How would you describe the overall condition of your shelter? Please refer to the reference pictures below.","For enumerator:
What is the sex of the respondent?","Female","4. Heavy damage (shelter is not livable without repairs)",1,NA,1,1,NA,NA
"2134","How would you describe the overall condition of your shelter? Please refer to the reference pictures below.","For enumerator:
What is the sex of the respondent?","Male","4. Heavy damage (shelter is not livable without repairs)",0.0258064516129032,NA,0.000569391264996302,0.0510435119608102,NA,NA
"3105","How would you describe the overall condition of your shelter? Please refer to the reference pictures below.","For enumerator:
What is the sex of the respondent?","Male","2. Light damage (repairs needed, but shelter is livable)",0.0967741935483871,NA,0.0497165750776297,0.143831812019144,NA,NA
"489","How would you describe the overall condition of your shelter? Please refer to the reference pictures below.","For enumerator:
What is the sex of the respondent?","Male","3. Medium damage",0.129032258064516,NA,0.0756739341654088,0.182390581963623,NA,NA
"570","How would you describe the overall condition of your shelter? Please refer to the reference pictures below.","For enumerator:
What is the sex of the respondent?","Male","1. No damage / negligible damage",0.748387096774194,NA,0.679318346967951,0.817455846580437,NA,NA
"1181","Who do you live with?","For enumerator:
What is the sex of the respondent?","Female","1. I live alone",0.5,NA,0,1,NA,NA
"2135","Who do you live with?","For enumerator:
What is the sex of the respondent?","Male","1. I live alone",0.0903225806451613,NA,0.0446985268054266,0.135946634484896,NA,NA
"3106","Who do you live with?","For enumerator:
What is the sex of the respondent?","Female","2. I live with family",0.5,NA,0,1,NA,NA
"490","Who do you live with?","For enumerator:
What is the sex of the respondent?","Male","2. I live with family",0.103225806451613,NA,0.0547987927857143,0.151652820117511,NA,NA
"571","Who do you live with?","For enumerator:
What is the sex of the respondent?","Female","3. I live with Libyan friends",0,NA,0,0,NA,NA
"666","Who do you live with?","For enumerator:
What is the sex of the respondent?","Male","3. I live with Libyan friends",0.0129032258064516,NA,0,0.0308663143305102,NA,NA
"762","Who do you live with?","For enumerator:
What is the sex of the respondent?","Female","4. I live with migrant friends",0,NA,0,0,NA,NA
"850","Who do you live with?","For enumerator:
What is the sex of the respondent?","Male","4. I live with migrant friends",0.470967741935484,NA,0.391518702070596,0.550416781800372,NA,NA
"942","Who do you live with?","For enumerator:
What is the sex of the respondent?","Female","5. I live with colleagues",0,NA,0,0,NA,NA
"1037","Who do you live with?","For enumerator:
What is the sex of the respondent?","Male","5. I live with colleagues",0.393548387096774,NA,0.315789660250742,0.471307113942806,NA,NA
"1182","Who do you live with?","For enumerator:
What is the sex of the respondent?","Female","6. I live with my employer",0,NA,0,0,NA,NA
"1231","Who do you live with?","For enumerator:
What is the sex of the respondent?","Male","6. I live with my employer",0,NA,0,0,NA,NA
"1328","Who do you live with?","For enumerator:
What is the sex of the respondent?","Female","7. I live with my landlord",0,NA,0,0,NA,NA
"1424","Who do you live with?","For enumerator:
What is the sex of the respondent?","Male","7. I live with my landlord",0.00645161290322581,NA,0,0.0191948762261305,NA,NA
"1519","Who do you live with?","For enumerator:
What is the sex of the respondent?","Female","8. I live with other refugees/migrants that I did not previously know",0,NA,0,0,NA,NA
"1618","Who do you live with?","For enumerator:
What is the sex of the respondent?","Male","8. I live with other refugees/migrants that I did not previously know",0.0645161290322581,NA,0.0254136494409141,0.103618608623602,NA,NA
"1717","Who do you live with?","For enumerator:
What is the sex of the respondent?","Female","9. I live with Libyans that I did not previously know",0,NA,0,0,NA,NA
"1815","Who do you live with?","For enumerator:
What is the sex of the respondent?","Male","9. I live with Libyans that I did not previously know",0,NA,0,0,NA,NA
"1914","Who do you live with?","For enumerator:
What is the sex of the respondent?","Female","Other (please specify)",0,NA,0,0,NA,NA
"208","Who do you live with?","For enumerator:
What is the sex of the respondent?","Male","Other (please specify)",0,NA,0,0,NA,NA
"2136","Who do you live with?","For enumerator:
What is the sex of the respondent?","Female","Don't know",0,NA,0,0,NA,NA
"2214","Who do you live with?","For enumerator:
What is the sex of the respondent?","Male","Don't know",0,NA,0,0,NA,NA
"2314","Who do you live with?","For enumerator:
What is the sex of the respondent?","Female","Prefer not to answer",0,NA,0,0,NA,NA
"2413","Who do you live with?","For enumerator:
What is the sex of the respondent?","Male","Prefer not to answer",0,NA,0,0,NA,NA
"1183","What are the biggest challenges you face in accessing shelter?","For enumerator:
What is the sex of the respondent?","Female","1. Do not face any challenges ",0,NA,0,0,NA,NA
"2137","What are the biggest challenges you face in accessing shelter?","For enumerator:
What is the sex of the respondent?","Male","1. Do not face any challenges ",0.419354838709677,NA,0.340813512558847,0.497896164860508,NA,NA
"3107","What are the biggest challenges you face in accessing shelter?","For enumerator:
What is the sex of the respondent?","Female","2. Do not have the appropriate documents ",0.5,NA,0,1,NA,NA
"491","What are the biggest challenges you face in accessing shelter?","For enumerator:
What is the sex of the respondent?","Male","2. Do not have the appropriate documents ",0.245161290322581,NA,0.176690549605953,0.313632031039208,NA,NA
"572","What are the biggest challenges you face in accessing shelter?","For enumerator:
What is the sex of the respondent?","Female","3. Do not have enough money ",1,NA,1,1,NA,NA
"667","What are the biggest challenges you face in accessing shelter?","For enumerator:
What is the sex of the respondent?","Male","3. Do not have enough money ",0.27741935483871,NA,0.206156447567491,0.348682262109928,NA,NA
"763","What are the biggest challenges you face in accessing shelter?","For enumerator:
What is the sex of the respondent?","Female","4. Discrimatory treatment/Landlords do not trust me ",0,NA,0,0,NA,NA
"851","What are the biggest challenges you face in accessing shelter?","For enumerator:
What is the sex of the respondent?","Male","4. Discrimatory treatment/Landlords do not trust me ",0.0129032258064516,NA,0,0.0308663143305102,NA,NA
"943","What are the biggest challenges you face in accessing shelter?","For enumerator:
What is the sex of the respondent?","Female","5. Do not have the right contacts to find a place ",0,NA,0,0,NA,NA
"1038","What are the biggest challenges you face in accessing shelter?","For enumerator:
What is the sex of the respondent?","Male","5. Do not have the right contacts to find a place ",0.0451612903225806,NA,0.0121091053464641,0.0782134752986972,NA,NA
"1184","What are the biggest challenges you face in accessing shelter?","For enumerator:
What is the sex of the respondent?","Female","6. Fear of being overcharged ",0.5,NA,0,1,NA,NA
"1232","What are the biggest challenges you face in accessing shelter?","For enumerator:
What is the sex of the respondent?","Male","6. Fear of being overcharged ",0.335483870967742,NA,0.260331864350415,0.410635877585069,NA,NA
"1329","What are the biggest challenges you face in accessing shelter?","For enumerator:
What is the sex of the respondent?","Female","7. Lack of information about finding shelter",0,NA,0,0,NA,NA
"1425","What are the biggest challenges you face in accessing shelter?","For enumerator:
What is the sex of the respondent?","Male","7. Lack of information about finding shelter",0.0774193548387097,NA,0.0348811715053507,0.119957538172069,NA,NA
"1520","What are the biggest challenges you face in accessing shelter?","For enumerator:
What is the sex of the respondent?","Female","8. Lack of freedom of movement",0,NA,0,0,NA,NA
"1619","What are the biggest challenges you face in accessing shelter?","For enumerator:
What is the sex of the respondent?","Male","8. Lack of freedom of movement",0.0258064516129032,NA,0.000569391264996302,0.0510435119608102,NA,NA
"1718","What are the biggest challenges you face in accessing shelter?","For enumerator:
What is the sex of the respondent?","Female","9. Tensions with host community",0.5,NA,0,1,NA,NA
"1816","What are the biggest challenges you face in accessing shelter?","For enumerator:
What is the sex of the respondent?","Male","9. Tensions with host community",0.0709677419354839,NA,0.0300983773551253,0.111837106515842,NA,NA
"1915","What are the biggest challenges you face in accessing shelter?","For enumerator:
What is the sex of the respondent?","Female","10. Safety and security concerns (threat, danger, etc)",0.5,NA,0,1,NA,NA
"209","What are the biggest challenges you face in accessing shelter?","For enumerator:
What is the sex of the respondent?","Male","10. Safety and security concerns (threat, danger, etc)",0.0258064516129032,NA,0.000569391264996302,0.0510435119608102,NA,NA
"2138","What are the biggest challenges you face in accessing shelter?","For enumerator:
What is the sex of the respondent?","Female","Other (please specify)",0,NA,0,0,NA,NA
"2215","What are the biggest challenges you face in accessing shelter?","For enumerator:
What is the sex of the respondent?","Male","Other (please specify)",0.0129032258064516,NA,0,0.0308663143305102,NA,NA
"2315","What are the biggest challenges you face in accessing shelter?","For enumerator:
What is the sex of the respondent?","Female","Don't know",0,NA,0,0,NA,NA
"2414","What are the biggest challenges you face in accessing shelter?","For enumerator:
What is the sex of the respondent?","Male","Don't know",0,NA,0,0,NA,NA
"2513","What are the biggest challenges you face in accessing shelter?","For enumerator:
What is the sex of the respondent?","Female","Prefer not to answer",0,NA,0,0,NA,NA
"2612","What are the biggest challenges you face in accessing shelter?","For enumerator:
What is the sex of the respondent?","Male","Prefer not to answer",0,NA,0,0,NA,NA
"1185","Have you experienced eviction or the threat of eviction within the past 6 months?","For enumerator:
What is the sex of the respondent?","Female","3. No",1,NA,1,1,NA,NA
"2139","Have you experienced eviction or the threat of eviction within the past 6 months?","For enumerator:
What is the sex of the respondent?","Male","3. No",0.909677419354839,NA,0.864053365515104,0.955301473194573,NA,NA
"3108","Have you experienced eviction or the threat of eviction within the past 6 months?","For enumerator:
What is the sex of the respondent?","Male","2. Yes, have been recently evicted",0.0258064516129032,NA,0.000569391264996302,0.0510435119608102,NA,NA
"492","Have you experienced eviction or the threat of eviction within the past 6 months?","For enumerator:
What is the sex of the respondent?","Male","1. Yes, have been threatened with eviction",0.0645161290322581,NA,0.0254136494409142,0.103618608623602,NA,NA
"1186","Why do you think you were evicted / threatened with eviction?","For enumerator:
What is the sex of the respondent?","Male","1. Forced eviction, i.e. from armed group pressure or land-grabbing",0,NA,0,0,NA,NA
"2140","Why do you think you were evicted / threatened with eviction?","For enumerator:
What is the sex of the respondent?","Male","2. Land acquisitions",0,NA,0,0,NA,NA
"3109","Why do you think you were evicted / threatened with eviction?","For enumerator:
What is the sex of the respondent?","Male","3. Clearance of camp/public space by authorities",0.714285714285714,NA,0.443604477884251,0.984966950687178,NA,NA
"493","Why do you think you were evicted / threatened with eviction?","For enumerator:
What is the sex of the respondent?","Male","4. Discrimination based on ethnicity/tribe",0,NA,0,0,NA,NA
"573","Why do you think you were evicted / threatened with eviction?","For enumerator:
What is the sex of the respondent?","Male","5. Cannot afford rent",0.142857142857143,NA,0,0.352525926999883,NA,NA
"668","Why do you think you were evicted / threatened with eviction?","For enumerator:
What is the sex of the respondent?","Male","6. No documentation to prove legal ownership",0.214285714285714,NA,0,0.460144156657246,NA,NA
"764","Why do you think you were evicted / threatened with eviction?","For enumerator:
What is the sex of the respondent?","Male","7. Punitive or retaliatory actions",0,NA,0,0,NA,NA
"852","Why do you think you were evicted / threatened with eviction?","For enumerator:
What is the sex of the respondent?","Male","8. Authorities requested that you leave ",0.0714285714285714,NA,0,0.225740618318771,NA,NA
"944","Why do you think you were evicted / threatened with eviction?","For enumerator:
What is the sex of the respondent?","Male","9. Host family no longer able to host our family",0,NA,0,0,NA,NA
"1039","Why do you think you were evicted / threatened with eviction?","For enumerator:
What is the sex of the respondent?","Male","10. Request to vacate from owner of buidling/land",0.214285714285714,NA,0,0.460144156657246,NA,NA
"1187","Why do you think you were evicted / threatened with eviction?","For enumerator:
What is the sex of the respondent?","Male","11. Lack of rental contract ",0,NA,0,0,NA,NA
"1233","Why do you think you were evicted / threatened with eviction?","For enumerator:
What is the sex of the respondent?","Male","12. Lack of required documents",0,NA,0,0,NA,NA
"1330","Why do you think you were evicted / threatened with eviction?","For enumerator:
What is the sex of the respondent?","Male","Other (please specify)",0.0714285714285714,NA,0,0.225740618318771,NA,NA
"1426","Why do you think you were evicted / threatened with eviction?","For enumerator:
What is the sex of the respondent?","Male","Don't know",0,NA,0,0,NA,NA
"1521","Why do you think you were evicted / threatened with eviction?","For enumerator:
What is the sex of the respondent?","Male","Prefer not to answer",0,NA,0,0,NA,NA
"1188","Have you worked in any of the following types of jobs in the past 30 days?","For enumerator:
What is the sex of the respondent?","Female","1. Did not work outside the home in the past 30 days",0.5,NA,0,1,NA,NA
"2141","Have you worked in any of the following types of jobs in the past 30 days?","For enumerator:
What is the sex of the respondent?","Male","1. Did not work outside the home in the past 30 days",0.00645161290322581,NA,0,0.0191948762261305,NA,NA
"3111","Have you worked in any of the following types of jobs in the past 30 days?","For enumerator:
What is the sex of the respondent?","Female","2. Permanent job with annual/monthly/weekly wage",0,NA,0,0,NA,NA
"494","Have you worked in any of the following types of jobs in the past 30 days?","For enumerator:
What is the sex of the respondent?","Male","2. Permanent job with annual/monthly/weekly wage",0.451612903225806,NA,0.372403128203644,0.530822678247969,NA,NA
"574","Have you worked in any of the following types of jobs in the past 30 days?","For enumerator:
What is the sex of the respondent?","Female","3. Temporary job with weekly/daily/monthly wage",0.5,NA,0,1,NA,NA
"669","Have you worked in any of the following types of jobs in the past 30 days?","For enumerator:
What is the sex of the respondent?","Male","3. Temporary job with weekly/daily/monthly wage",0.232258064516129,NA,0.165046341650811,0.299469787381447,NA,NA
"765","Have you worked in any of the following types of jobs in the past 30 days?","For enumerator:
What is the sex of the respondent?","Female","4. Daily labour",0.5,NA,0,1,NA,NA
"853","Have you worked in any of the following types of jobs in the past 30 days?","For enumerator:
What is the sex of the respondent?","Male","4. Daily labour",0.380645161290323,NA,0.30336252663774,0.457927795942905,NA,NA
"945","Have you worked in any of the following types of jobs in the past 30 days?","For enumerator:
What is the sex of the respondent?","Female","Other (please specify)",0,NA,0,0,NA,NA
"1040","Have you worked in any of the following types of jobs in the past 30 days?","For enumerator:
What is the sex of the respondent?","Male","Other (please specify)",0.0193548387096774,NA,0,0.0412830253109182,NA,NA
"1189","Have you worked in any of the following types of jobs in the past 30 days?","For enumerator:
What is the sex of the respondent?","Female","Don't know",0,NA,0,0,NA,NA
"1234","Have you worked in any of the following types of jobs in the past 30 days?","For enumerator:
What is the sex of the respondent?","Male","Don't know",0,NA,0,0,NA,NA
"1331","Have you worked in any of the following types of jobs in the past 30 days?","For enumerator:
What is the sex of the respondent?","Female","Prefer not to answer",0,NA,0,0,NA,NA
"1427","Have you worked in any of the following types of jobs in the past 30 days?","For enumerator:
What is the sex of the respondent?","Male","Prefer not to answer",0,NA,0,0,NA,NA
"1190","Have you worked for the following types of institutions in the past 30 days?","For enumerator:
What is the sex of the respondent?","Female","1. Libyan-owned business (private sector)",0,NA,0,0,NA,NA
"2142","Have you worked for the following types of institutions in the past 30 days?","For enumerator:
What is the sex of the respondent?","Male","1. Libyan-owned business (private sector)",0.220779220779221,NA,0.154537913046006,0.287020528512435,NA,NA
"3112","Have you worked for the following types of institutions in the past 30 days?","For enumerator:
What is the sex of the respondent?","Female","2. Foreign-owned business (private sector)",0,NA,0,0,NA,NA
"495","Have you worked for the following types of institutions in the past 30 days?","For enumerator:
What is the sex of the respondent?","Male","2. Foreign-owned business (private sector)",0,NA,0,0,NA,NA
"575","Have you worked for the following types of institutions in the past 30 days?","For enumerator:
What is the sex of the respondent?","Female","3. Libyan non-profit sector (Libyan NGO, civil society organization, etc.)",0,NA,0,0,NA,NA
"670","Have you worked for the following types of institutions in the past 30 days?","For enumerator:
What is the sex of the respondent?","Male","3. Libyan non-profit sector (Libyan NGO, civil society organization, etc.)",0,NA,0,0,NA,NA
"766","Have you worked for the following types of institutions in the past 30 days?","For enumerator:
What is the sex of the respondent?","Female","4. International non-profit sector (international NGO, UN agency, etc.)",0,NA,0,0,NA,NA
"854","Have you worked for the following types of institutions in the past 30 days?","For enumerator:
What is the sex of the respondent?","Male","4. International non-profit sector (international NGO, UN agency, etc.)",0,NA,0,0,NA,NA
"946","Have you worked for the following types of institutions in the past 30 days?","For enumerator:
What is the sex of the respondent?","Female","5. Own business or family business",0,NA,0,0,NA,NA
"1041","Have you worked for the following types of institutions in the past 30 days?","For enumerator:
What is the sex of the respondent?","Male","5. Own business or family business",0.415584415584416,NA,0.336878013869691,0.49429081729914,NA,NA
"1191","Have you worked for the following types of institutions in the past 30 days?","For enumerator:
What is the sex of the respondent?","Female","6. Informal or irregular labour",0,NA,0,0,NA,NA
"1235","Have you worked for the following types of institutions in the past 30 days?","For enumerator:
What is the sex of the respondent?","Male","6. Informal or irregular labour",0.298701298701299,NA,0.225605972303959,0.371796625098639,NA,NA
"1332","Have you worked for the following types of institutions in the past 30 days?","For enumerator:
What is the sex of the respondent?","Female","Other (please specify)",0,NA,0,0,NA,NA
"1428","Have you worked for the following types of institutions in the past 30 days?","For enumerator:
What is the sex of the respondent?","Male","Other (please specify)",0.0649350649350649,NA,0.0255818640777025,0.104288265792427,NA,NA
"1522","Have you worked for the following types of institutions in the past 30 days?","For enumerator:
What is the sex of the respondent?","Female","Don't know",1,NA,1,1,NA,NA
"1620","Have you worked for the following types of institutions in the past 30 days?","For enumerator:
What is the sex of the respondent?","Male","Don't know",0.038961038961039,NA,0.00805770757221813,0.0698643703498598,NA,NA
"1719","Have you worked for the following types of institutions in the past 30 days?","For enumerator:
What is the sex of the respondent?","Female","Prefer not to answer",0,NA,0,0,NA,NA
"1817","Have you worked for the following types of institutions in the past 30 days?","For enumerator:
What is the sex of the respondent?","Male","Prefer not to answer",0.012987012987013,NA,0,0.0310685609593024,NA,NA
"1192","Did you face any challenges obtaining enough money to meet your needs over the last 30 days?","For enumerator:
What is the sex of the respondent?","Female","Yes",1,NA,1,1,NA,NA
"2143","Did you face any challenges obtaining enough money to meet your needs over the last 30 days?","For enumerator:
What is the sex of the respondent?","Male","No",0.490322580645161,NA,0.410754178162467,0.569890983127855,NA,NA
"3113","Did you face any challenges obtaining enough money to meet your needs over the last 30 days?","For enumerator:
What is the sex of the respondent?","Male","Yes",0.509677419354839,NA,0.430109016872145,0.589245821837533,NA,NA
"1193","What were the main challenges to obtaining enough money to meet your  needs in the last 30 days?","For enumerator:
What is the sex of the respondent?","Female","1. Lack of work opportunity",0,NA,0,0,NA,NA
"2144","What were the main challenges to obtaining enough money to meet your  needs in the last 30 days?","For enumerator:
What is the sex of the respondent?","Male","1. Lack of work opportunity",0.354430379746835,NA,0.24666285699205,0.462197902501621,NA,NA
"3114","What were the main challenges to obtaining enough money to meet your  needs in the last 30 days?","For enumerator:
What is the sex of the respondent?","Female","2. Salary or wages too low",0.5,NA,0,1,NA,NA
"496","What were the main challenges to obtaining enough money to meet your  needs in the last 30 days?","For enumerator:
What is the sex of the respondent?","Male","2. Salary or wages too low",0.455696202531646,NA,0.343491961014028,0.567900444049263,NA,NA
"576","What were the main challenges to obtaining enough money to meet your  needs in the last 30 days?","For enumerator:
What is the sex of the respondent?","Female","3. Salary or wages not regularly paid",0.5,NA,0,1,NA,NA
"671","What were the main challenges to obtaining enough money to meet your  needs in the last 30 days?","For enumerator:
What is the sex of the respondent?","Male","3. Salary or wages not regularly paid",0.69620253164557,NA,0.592590363478666,0.799814699812473,NA,NA
"767","What were the main challenges to obtaining enough money to meet your  needs in the last 30 days?","For enumerator:
What is the sex of the respondent?","Female","4. Unable to withdraw enough money from bank account",0.5,NA,0,1,NA,NA
"855","What were the main challenges to obtaining enough money to meet your  needs in the last 30 days?","For enumerator:
What is the sex of the respondent?","Male","4. Unable to withdraw enough money from bank account",0.0632911392405063,NA,0.00843507334065784,0.118147205140355,NA,NA
"947","What were the main challenges to obtaining enough money to meet your  needs in the last 30 days?","For enumerator:
What is the sex of the respondent?","Female","5. No currently functioning banks/financial institutions in my area",0,NA,0,0,NA,NA
"1042","What were the main challenges to obtaining enough money to meet your  needs in the last 30 days?","For enumerator:
What is the sex of the respondent?","Male","5. No currently functioning banks/financial institutions in my area",0.0126582278481013,NA,0,0.0378449178846343,NA,NA
"1194","What were the main challenges to obtaining enough money to meet your  needs in the last 30 days?","For enumerator:
What is the sex of the respondent?","Female","Other (please specify)",0,NA,0,0,NA,NA
"1236","What were the main challenges to obtaining enough money to meet your  needs in the last 30 days?","For enumerator:
What is the sex of the respondent?","Male","Other (please specify)",0,NA,0,0,NA,NA
"1333","What were the main challenges to obtaining enough money to meet your  needs in the last 30 days?","For enumerator:
What is the sex of the respondent?","Female","Don't know",0.5,NA,0,1,NA,NA
"1429","What were the main challenges to obtaining enough money to meet your  needs in the last 30 days?","For enumerator:
What is the sex of the respondent?","Male","Don't know",0,NA,0,0,NA,NA
"1523","What were the main challenges to obtaining enough money to meet your  needs in the last 30 days?","For enumerator:
What is the sex of the respondent?","Female","Prefer not to answer",0,NA,0,0,NA,NA
"1621","What were the main challenges to obtaining enough money to meet your  needs in the last 30 days?","For enumerator:
What is the sex of the respondent?","Male","Prefer not to answer",0.0126582278481013,NA,0,0.0378449178846343,NA,NA
"1195","When buying items for domestic consumption in Libya, do you buy for your household, share a budget with other people or buy only for yourself?","For enumerator:
What is the sex of the respondent?","Female","1. I buy for my household (family members or dependents)",0.5,NA,-0.200604384163408,1.20060438416341,NA,NA
"2145","When buying items for domestic consumption in Libya, do you buy for your household, share a budget with other people or buy only for yourself?","For enumerator:
What is the sex of the respondent?","Female","4. I buy only for myself",0.5,NA,-0.200604384163408,1.20060438416341,NA,NA
"3115","When buying items for domestic consumption in Libya, do you buy for your household, share a budget with other people or buy only for yourself?","For enumerator:
What is the sex of the respondent?","Male","1. I buy for my household (family members or dependents)",0.109677419354839,NA,0.0599398794262871,0.15941495928339,NA,NA
"497","When buying items for domestic consumption in Libya, do you buy for your household, share a budget with other people or buy only for yourself?","For enumerator:
What is the sex of the respondent?","Male","4. I buy only for myself",0.12258064516129,NA,0.0703811201011259,0.174780170221455,NA,NA
"577","When buying items for domestic consumption in Libya, do you buy for your household, share a budget with other people or buy only for yourself?","For enumerator:
What is the sex of the respondent?","Male","3. I share only certain types of expenses with other people (not family members or dependents)",0.32258064516129,NA,0.248176017345889,0.396985272976692,NA,NA
"672","When buying items for domestic consumption in Libya, do you buy for your household, share a budget with other people or buy only for yourself?","For enumerator:
What is the sex of the respondent?","Male","2. I share nearly all expenses with other people (not family members or dependents)",0.445161290322581,NA,0.366058087531691,0.524264493113471,NA,NA
"dependent.var22","what is your total amount of debt (in LYD)?","For enumerator:
What is the sex of the respondent?","Male",NA,355.238095238095,NA,240.035822654654,470.440367821537,NA,NA
"dependent.var110","what is your total amount of debt (in LYD)?","For enumerator:
What is the sex of the respondent?","Female",NA,400,NA,400,400,NA,NA
"1196","What was the primary reason for taking on debt?","For enumerator:
What is the sex of the respondent?","Female","4. Paying for rent",1,NA,1,1,NA,NA
"2146","What was the primary reason for taking on debt?","For enumerator:
What is the sex of the respondent?","Male","1. Accessing food",0.714285714285714,NA,0.504451305455611,0.924120123115818,NA,NA
"3116","What was the primary reason for taking on debt?","For enumerator:
What is the sex of the respondent?","Male","2. Paying for healthcare",0.0476190476190476,NA,-0.0512978413209768,0.146535936559072,NA,NA
"498","What was the primary reason for taking on debt?","For enumerator:
What is the sex of the respondent?","Male","6. Paying for other basic needs",0.0476190476190476,NA,-0.0512978413209768,0.146535936559072,NA,NA
"578","What was the primary reason for taking on debt?","For enumerator:
What is the sex of the respondent?","Male","4. Paying for rent",0.142857142857143,NA,-0.0196798913149111,0.305394177029197,NA,NA
"673","What was the primary reason for taking on debt?","For enumerator:
What is the sex of the respondent?","Male","9. Paying smuggler or connection house operator",0.0476190476190476,NA,-0.0512978413209768,0.146535936559072,NA,NA
"dependent.var23","What percentage of your income would you estimate you send to family in your country of origin per month?","For enumerator:
What is the sex of the respondent?","Male",NA,45.7225806451613,NA,41.4106092315414,50.0345520587812,NA,NA
"dependent.var111","What percentage of your income would you estimate you send to family in your country of origin per month?","For enumerator:
What is the sex of the respondent?","Female",NA,0,NA,0,0,NA,NA
"dependent.var24","what percentage of your income would you estimate you save in Libya (do not spend/send) per month?","For enumerator:
What is the sex of the respondent?","Male",NA,22.1225806451613,NA,18.936887996351,25.3082732939715,NA,NA
"dependent.var112","what percentage of your income would you estimate you save in Libya (do not spend/send) per month?","For enumerator:
What is the sex of the respondent?","Female",NA,10,NA,-3.90338727922842,23.9033872792284,NA,NA
"1197","What was the payment modality most commonly used by your household in the past 30 days?","For enumerator:
What is the sex of the respondent?","Female","1. Cash (LYD)",1,NA,1,1,NA,NA
"2147","What was the payment modality most commonly used by your household in the past 30 days?","For enumerator:
What is the sex of the respondent?","Male","7. Bank transfers",0.00645161290322581,NA,-0.00629165041967886,0.0191948762261305,NA,NA
"3117","What was the payment modality most commonly used by your household in the past 30 days?","For enumerator:
What is the sex of the respondent?","Male","1. Cash (LYD)",0.987096774193548,NA,0.96913368566949,1.00505986271761,NA,NA
"499","What was the payment modality most commonly used by your household in the past 30 days?","For enumerator:
What is the sex of the respondent?","Male","2. Cash (foreign/non-LYD)",0.00645161290322581,NA,-0.00629165041967886,0.0191948762261305,NA,NA
"1198","Do you have access to a marketplace or grocery store where you can find fresh produce in your mahalla or close to your mahalla?","For enumerator:
What is the sex of the respondent?","Female","Yes",1,NA,1,1,NA,NA
"2148","Do you have access to a marketplace or grocery store where you can find fresh produce in your mahalla or close to your mahalla?","For enumerator:
What is the sex of the respondent?","Male","No",0.0129032258064516,NA,-0.00505986271760699,0.0308663143305102,NA,NA
"3118","Do you have access to a marketplace or grocery store where you can find fresh produce in your mahalla or close to your mahalla?","For enumerator:
What is the sex of the respondent?","Male","Yes",0.987096774193548,NA,0.96913368566949,1.00505986271761,NA,NA
"1199","For how long do you have to travel using this means of transport to get to the nearest marketplace or grocery store where you can find fresh produce?","For enumerator:
What is the sex of the respondent?","Female","4. 1-2 hours",0.5,NA,-0.200704495660996,1.200704495661,NA,NA
"2149","For how long do you have to travel using this means of transport to get to the nearest marketplace or grocery store where you can find fresh produce?","For enumerator:
What is the sex of the respondent?","Female","1. Less than 15 minutes",0.5,NA,-0.200704495660996,1.200704495661,NA,NA
"3119","For how long do you have to travel using this means of transport to get to the nearest marketplace or grocery store where you can find fresh produce?","For enumerator:
What is the sex of the respondent?","Male","4. 1-2 hours",0.0784313725490196,NA,0.0353546224738633,0.121508122624176,NA,NA
"4100","For how long do you have to travel using this means of transport to get to the nearest marketplace or grocery store where you can find fresh produce?","For enumerator:
What is the sex of the respondent?","Male","2. 15-29 minutes",0.169934640522876,NA,0.109757536248475,0.230111744797276,NA,NA
"579","For how long do you have to travel using this means of transport to get to the nearest marketplace or grocery store where you can find fresh produce?","For enumerator:
What is the sex of the respondent?","Male","3. 30-59 minutes",0.065359477124183,NA,0.0257580561148358,0.10496089813353,NA,NA
"674","For how long do you have to travel using this means of transport to get to the nearest marketplace or grocery store where you can find fresh produce?","For enumerator:
What is the sex of the respondent?","Male","1. Less than 15 minutes",0.686274509803922,NA,0.611928439269283,0.76062058033856,NA,NA
"1200","In the last 30 days, did you face any barriers to consistently accessing marketplaces?","For enumerator:
What is the sex of the respondent?","Female","1. No barriers faced when accessing marketplace",1,NA,1,1,NA,NA
"2150","In the last 30 days, did you face any barriers to consistently accessing marketplaces?","For enumerator:
What is the sex of the respondent?","Male","1. No barriers faced when accessing marketplace",0.941935483870968,NA,0.904711917568556,0.97915905017338,NA,NA
"3120","In the last 30 days, did you face any barriers to consistently accessing marketplaces?","For enumerator:
What is the sex of the respondent?","Female","2. Live too far from marketplace / no means of transport",0,NA,0,0,NA,NA
"4101","In the last 30 days, did you face any barriers to consistently accessing marketplaces?","For enumerator:
What is the sex of the respondent?","Male","2. Live too far from marketplace / no means of transport",0,NA,0,0,NA,NA
"580","In the last 30 days, did you face any barriers to consistently accessing marketplaces?","For enumerator:
What is the sex of the respondent?","Female","3. Transportation too expensive",0,NA,0,0,NA,NA
