data,Libya,no,yes
"Feeling down, depressed or hopeless",22,20,29
Feeling tired or having little energy for no good reason,34,32,38
"Trouble falling asleep, staying asleep or sleeping too much",15,12,24
Felt so nervous that nothing could calm you down,8,6,11
Felt so afraid that nothing could calm you down,5,4,9
Felt so angry that you felt out of control,5,4,7
Prefer not to answer,1,1,1
"Do you have physical or cognitive difficulties (for example: mobility, hearing, sight, communicating) which impact your ability to carry out day-to-day activities such as working, studying, walking, getting dressed, and remembering things?","","",""
No,95.6,96.6,92.3
Yes,2.9,1.5,7.2
Prefer not to answer,0.8,1.1,0
Don't know,0.7,0.8,0.5
Do you fall into any of the following categories:,"","",""
Minor difficulties carrying out daily activities but does not need assistance or attention,40,42.1,38.7
No difficulty carrying out daily activities,30,31.6,29
"A lot of difficulty carrying out daily activiites and needs quite a bit of assistance and atention (e.g., for 3-6 hours/day)",12,15.8,9.7
"Some difficulties carrying out daily activities and needs some assistance and attention (e.g., for 1-2 hours/day)",10,10.5,9.7
Cannot carry out daily activities independently and needs permanent assistance and attention,8,0,12.9
What was the cause of the disability?,"","",""
"Congenital origin (i.e., present since birth)",40,47.4,35.5
Illness,24,21.1,25.8
Road accident,12,10.5,12.9
Domestic accident,8,5.3,9.7
Prefer not to answer,6,10.5,3.2
Shot from war weapon,6,0,9.7
"Mine, unexploded ordnance (UXO), or improvised explosive device (IED)",2,5.3,0
"Pregnancy complications (i.e., complications to the mother)",2,0,3.2
Do you have adequate access to the health care that you need to treat or manage your condition?,"","",""
"Yes, adequate access",46,57.9,38.7
"Limited access (only sometimes, limited quantity, etc.)",34,26.3,38.7
No access,20,15.8,22.6
What are the services that are not available (when needed or prescribed)?,"","",""
Lack of physical therapy and/or rehabilitation,36,12,45
Lack of wheelchair,18,25,15
"Lack of other assistive devices (e.g., prosthetic limbs or hearing aids)",25,25,25
Lack of psychosocial support,32,0,45
Other (please specify),0,0,0
Don't know,21,38,15
Prefer not to answer,4,12,0
1. Boys (6-10),"","",""
Average,0.218954248366013,0.0508474576271186,0.259109311740891
2. Boys (11-17),"","",""
Average,0.235294117647059,0.0847457627118644,0.271255060728745
3. Girls (6-10),"","",""
Average,0.166666666666667,0.0338983050847458,0.198380566801619
4. Girls (11-17) ,"","",""
Average,0.176470588235294,0.0169491525423729,0.214574898785425
children_enrolled_calc,"","",""
Average,0.797385620915033,0.186440677966102,0.94331983805668
1. Boys (6-10),"","",""
Average,0.186274509803922,0.0338983050847458,0.222672064777328
2. Boys (11-17),"","",""
Average,0.183006535947712,0.0169491525423729,0.222672064777328
3. Girls (6-10),"","",""
Average,0.130718954248366,0.0169491525423729,0.157894736842105
4. Girls (11-17) ,"","",""
Average,0.147058823529412,0.0169491525423729,0.178137651821862
children_attending_calc,"","",""
Average,0.647058823529412,0.0847457627118644,0.781376518218624
notattending_notenrolled_school_male,"","",""
Average,0.954248366013072,1.45762711864407,0.834008097165992
notattending_notenrolled_school_female,"","",""
Average,0.581699346405229,0.694915254237288,0.554655870445344
1. Less than 1 month,"","",""
Average,0,0,0
2. 1-3 months,"","",""
Average,0.00568181818181818,0,0.00769230769230769
3. 4-6 months,"","",""
Average,0.00568181818181818,0,0.00769230769230769
4. More than 6 months,"","",""
Average,0.00568181818181818,0,0.00769230769230769
5. Entire 2018-2019 school year ,"","",""
Average,0.164772727272727,0.326086956521739,0.107692307692308
Never attended school,"","",""
Average,0.525641025641026,0.439024390243902,0.556521739130435
notattending_notenrolled_school_male_calc,"","",""
Average,0.647727272727273,0.717391304347826,0.623076923076923
1. Less than 1 month,"","",""
Average,0.0245901639344262,0,0.0315789473684211
2. 1-3 months,"","",""
Average,0,0,0
3. 4-6 months,"","",""
Average,0,0,0
4. More than 6 months,"","",""
Average,0.00819672131147541,0.037037037037037,0
5. Entire 2018-2019 school year ,"","",""
Average,0.122950819672131,0.259259259259259,0.0842105263157895
Never attended school,"","",""
Average,0.29126213592233,0.130434782608696,0.3375
notattending_notenrolled_school_female_calc,"","",""
Average,0.401639344262295,0.407407407407407,0.4
What type of education do the children in your household have access to in this baladiya?,"","",""
No access to formal education,31,61,23
Public school,35,10,41
Private school,36,8,43
Koranic school,30,8,35
Other (please specify),3,0,3
Don't know,5,10,4
Prefer not to answer,1,3,1
"Of the school-aged children in your household who are neither enrolled in school nor attending school, why are they not attending school?","","",""
"Problems with school infrastructure, or school is used for other purpose",27,30,26
"Problems with means, transport, materials, or food",27,20,30
"Problems with quality, curriculum, or capacity",31,20,34
Problems with safety and security,33,29,34
"Problems with child's health or behavior, lack of documentation, child marriage or pregnancy, discrimination, or the need for the child to work at home or for a salary",38,34,39
Other (please specify),17,4,22
Don't know,14,20,11
Prefer not to answer,8,14,6
What are the specific problems around school infrastructure that have contributed to the school-aged children not attending school?,"","",""
"Lack of basic amenities at school (potable water, heat, electricity)",79,65,85
Lack of infrastructure (school buildings or classrooms) to accommodate all children,59,29,71
Lack of latrines separated by sex,24,6,32
Local schools overcrowded/lack of space in local schools,36,6,49
School is used for other purpose,59,18,76
Other (please specify),0,0,0
Don't know,5,6,5
Prefer not to answer,2,6,0
"What are the specific problems around means, transport, materials, or food that have contributed to the school-aged children not attending school?","","",""
Distance or transport constraint,72,45,79
School fees or costs,69,36,77
Lack of teaching and learning materials or supplies,33,18,36
Lack of food,14,9,15
Other (please specify),0,0,0
Don't know,2,9,0
Prefer not to answer,2,9,0
"What are the specific problems around quality, curriculum, or capacity that have contributed to the school-aged children not attending school?","","",""
Language,80,27,91
"One or more school level is not available (pre-primary, primary, secondary, tertiary).",58,18,67
Lack of teachers,6,9,6
Poor quality of teaching,23,27,22
Education is not seen as useful,62,18,70
What is taught is not culturally or age appropriate,46,27,50
Other (please specify),0,0,0
Don't know,3,18,0
Prefer not to answer,0,0,0
What are the specific problems around safety and security that have contributed to the school-aged children not attending school?,"","",""
Insecurity on the way to school or in the area (real or perceived),67,50,72
The child joined an armed group or military.,6,0,7
"Emotional or physical abuse by teachers (corporal punishment, humiliation, corporal punishment etc.)",30,19,33
"Emotional or physical abuse by peers (bullying, fighting, discrimination, etc)",54,12,67
Displaced by conflict,9,6,9
Displaced by natural disaster,0,0,0
Abduction/detention,31,19,35
Other (please specify),0,0,0
Don't know,6,19,2
Prefer not to answer,3,6,2
"What are the specific problems around child vulnerabilities (health/behavior, documentation, etc.) that have contributed to the school-aged children not attending school?","","",""
The child has a prolonged illness.,0,0,0
The child has a disability (access issue).,1,0,2
The child is on the move.,43,21,50
Lack of documentation,90,74,95
Child marriage,0,0,0
"Social discrimination (due to ethnicity, religion, poverty, gender, health, disability, or other)",60,32,69
Suspended or expelled for performance or behaviour issues,21,5,26
"The child is pregnant, lactating, or has a child of her own.",1,0,2
The child is busy with chores.,38,11,47
The child works.,11,16,10
Other (please specify),0,0,0
Don't know,0,0,0
Prefer not to answer,1,5,0
Would you like your children in your household that are not attending school to access education while in Libya?,"","",""
Yes,59.3,50.9,62.4
No,34.1,38.6,32.5
Prefer not to answer,6.5,10.5,5.1
Have any children in your household ever faced any of these issues when attending school in Libya?,"","",""
No issues faced by children in the household when attending school,47,38,48
Lack of functioning latrines,17,12,17
Lack of separate and safe toilets for boys and girls,11,12,11
Lack of clean water,14,12,14
Lack of accessibility for students living with disabilities,2,0,2
Overcrowding,11,0,12
Poor quality of teachers,13,0,13
Violence from teachers (excluding sexual violence or harassment),7,38,5
Bullying/violence from other students (excluding sexual violence or harassment),19,25,18
Sexual violence or harassment,1,0,1
Discrimination,20,25,20
Attempted recruitment by armed actors,0,0,0
"School building conversion into other purposes (displaced accommodation, military barracks, etc.)",4,12,3
Other (please specify),1,0,1
Don't know,2,12,2
Prefer not to answer,1,0,1
1. Attending formal Libyan school unofficially,"","",""
Average,0.024390243902439,0.0408163265306122,0.0203045685279188
2. Attending unofficial or unrecognised private school,"","",""
Average,0.0284552845528455,0.0204081632653061,0.0304568527918782
3. Non formal education at NGO centre,"","",""
Average,0,0,0
4. Employer providing professional training,"","",""
Average,0.0772357723577236,0.0204081632653061,0.0913705583756345
5. Non-formal education at home,"","",""
Average,0.150406504065041,0.0612244897959184,0.17258883248731
6. Non formal education at faith-based organization,"","",""
Average,0.032520325203252,0,0.0406091370558376
7. Non formal education at community centre,"","",""
Average,0.0040650406504065,0,0.0050761421319797
8. Non formal education at Museum/libraries,"","",""
Average,0,0,0
"9, Homeschooling/self-learning","","",""
Average,0.0934959349593496,0.142857142857143,0.0812182741116751
Other (please specify),"","",""
Average,0,0,0
nonformal_education_boys_calc,"","",""
Average,0.410569105691057,0.285714285714286,0.441624365482233
1. Attending formal Libyan school unofficially,"","",""
Average,0.0106951871657754,0,0.0126582278481013
2. Attending unofficial or unrecognised private school,"","",""
Average,0.0320855614973262,0,0.0379746835443038
3. Non formal education at NGO centre,"","",""
Average,0,0,0
4. Employer providing professional training,"","",""
Average,0,0,0
5. Non-formal education at home,"","",""
Average,0.0802139037433155,0.0344827586206897,0.0886075949367089
6. Non formal education at faith-based organization,"","",""
Average,0.0053475935828877,0,0.00632911392405063
7. Non formal education at community centre,"","",""
Average,0.0106951871657754,0.0689655172413793,0
8. Non formal education at Museum/libraries,"","",""
Average,0,0,0
"9, Homeschooling/self-learning","","",""
Average,0.0802139037433155,0,0.0949367088607595
Other (please specify),"","",""
Average,0,0,0
nonformal_education_girls_calc,"","",""
Average,0.219251336898396,0.103448275862069,0.240506329113924
How often do your children have access to non-formal education?,"","",""
Never,52.8,63.3,50.2
Five days a week,16.1,3.3,19.2
Between four and two times per week,10.5,6.7,11.4
Prefer not to answer,8.2,16.7,6.1
Few days per month,6.6,5,6.9
Once per week,5.9,5,6.1
What type of formal education do refugee and migrant children have access to in this baladiya?  ,"","",""
No access to education,23,25,17
Public school,22,15,45
Private school,30,22,53
Koranic school,19,13,38
Other (please specify),1,0,2
Don't know,34,42,10
Prefer not to answer,1,1,1
What kinds of non-formal education do refugee and migrant children have access to in this location?,"","",""
No access to non formal education,25,26,22
Attending formal Libyan school unofficially,5,4,8
Attending unofficial or unrecognised private school,9,6,19
Non formal education at NGO centre,3,1,8
Employer providing professional training,4,1,15
Non-formal education at home,12,6,29
Non formal education at faith-based organization,10,5,23
Non formal education at community centre,3,1,8
Non formal education at Museum/libraries,1,0,4
"9, Homeschooling/self-learning",12,8,23
Other (please specify),0,0,1
Don't know,42,50,18
Prefer not to answer,1,2,1
Do you feel like you are in danger in this baladiya?,"","",""
No,70.7,72.5,65.1
Yes,25.5,23.6,31.4
Don't know,3.6,3.7,3.3
Prefer not to answer,0.2,0.2,0.2
Why do you feel in danger?,"","",""
I have no one who can help me,26,26,25
I am afraid of or affected by conflict in my area,30,32,27
I am afraid of being robbed,35,31,45
I was previously robbed,26,20,40
I am afraid of being arrested because of lack of documents,23,24,22
I was previously arrested because lack of documents,11,7,19
I am afraid of being arrested for other reasons (not related to documents),9,8,13
I was previously arrested for other reasons (not related to documents),7,4,13
I was previously threatened,8,7,8
I am afraid of being held captive or detained against my will,17,21,10
I was previously held captive or detained against my will,6,4,10
I am afraid of being kidnapped. ,18,14,27
I was previously kidnapped,5,2,11
I am afraid of being tortured,13,16,8
I was previously tortured,5,5,6
I am afraid of being physically harassed (not sexually),6,4,10
I previously suffered from physical harassment (not sexual),1,0,4
I previously suffered from verbal harassment,16,13,23
I am afraid of being sexually harassed,2,2,2
I previously suffered from sexual harassment,1,0,1
I am afraid of or affected by enviromental hazards,0,0,1
I am afraid of or affected by mine/ UXO risks,1,1,1
Other (please specify),0,0,0
Don't know,1,0,1
Prefer not to answer,0,0,0
You said that you feel in danger in this baladiya. How do you try to avoid these risks?,"","",""
There is nothing I can do to avoid the risk,9,7,14
I avoid walking/staying alone,44,40,51
I avoid walking out at night time,70,69,72
I am cautious not to be noticed by strangers,12,13,9
I avoid taking always the same streets/routines,12,11,15
I always carry my belongings/savings with me,4,5,1
I hand my belongings/savings to a friend in Libya,9,8,11
I use a cashier,2,2,2
I carry a weapon to defend myself,3,2,8
I lock up the house,26,23,33
I move to another location,2,3,1
I stay inside/hidden until the situation improved,7,5,13
I seek protection by a Libyan,16,12,25
I seek protection by other refugees or migrants,4,3,8
Other (please specify),1,1,1
Don't know,0,0,0
Prefer not to answer,0,0,0
What would make you feel safer/less vulnerable to the dangers in Libya?,"","",""
Having a shelter,26,25,30
Being with family or friends,36,27,55
Having a phone to communicate and ask for help,12,10,16
Having more economic resources,5,5,5
Being able to speak Arabic,23,19,33
Having the support of a Libyan person,45,47,39
Having official or ID documents,23,18,33
Having a job,8,8,10
Knowing other migrants who speak my language,17,18,13
Being a man,6,7,4
Being a woman ,5,0,16
Other (please specify),1,0,1
Don't know,3,3,3
Prefer not to answer,0,0,1
Property documents,19,22,16
Family book,19,2,40
Certificate of nationality,28,11,49
Passport,72,60,87
National ID card,28,25,31
Residence Certificate,55,67,40
Birth certificate,8,9,7
Refugee card,31,15,51
Other (please specify),1,2,0
Don't know,2,0,4
Prefer not to answer,0,0,0
What do you think are the safety and security concerns for refugee and migrant children (under 18) in your baladiya?,"","",""
None,32,35,25
Being robbed,41,39,47
Being threatened with violence,14,11,23
Being kidnapped ,15,10,28
Suffering from torture ,4,4,5
Suffering from physical harassment (not sexual) ,9,8,13
Suffering from verbal harassment ,17,15,23
Suffering from sexual harrassment,3,2,9
Being killed,6,6,7
Being arrested or detained ,15,14,16
Being exploited,19,16,27
Other (please specify),0,0,0
Don't know,8,9,6
Prefer not to answer,0,0,0
Are girls and boys affected differently by the dangerous situations you mentioned?,"","",""
Boys are more affected,50.9,55.3,40.1
Girls are more affected,29.2,21.6,47.8
No,19.9,23.1,12.1
Have you been able to move freely around this baladiya during all of the last year?,"","",""
Yes,70.9,69.7,74.7
No,26.5,27.7,22.6
Don't know,2.2,2,2.8
Prefer not to answer,0.5,0.6,0
Why were you unable to move freely around this baladiya?,"","",""
Conflict or insecurity,65,66,63
Lack of money to travel,13,13,13
Lack of means of  transportation,7,7,8
I was kidnapped,4,2,11
I was arrested or detained,11,10,15
I was afraid of being arrested,41,43,32
Other (please specify),2,1,2
Don't know,1,1,2
Prefer not to answer,1,1,3
How long were you unable to move freely for?,"","",""
more than a year,32.8,33,33
three to less than six months,14.3,14.1,15.5
six months to a year,14.3,14.1,15.5
less than one week,10.8,12.1,6.2
one to less than three months,8.6,8.7,6.2
two weeks - less than one month,8.1,7.6,10.3
one week - less than two weeks,5.1,4.8,6.2
Don't know,4.8,4.5,6.2
Prefer not to answer,1.1,1.1,1
Presence of explosive hazards,"","",""
No,90.7,93.3,83
Yes,8.3,5.7,16.3
Prefer not to answer,0.9,1,0.7
What course of action did you take?,"","",""
No action taken,68.5,86.3,50
Contacted local authorities,19.6,5.5,34.3
Contacted hotline/emergency services                      ,3.5,1.4,5.7
"Self-help (i.e., cleared the explosive hazard themselves)",3.5,4.1,2.9
Don't know,2.8,1.4,4.3
Contacted a mine action authority (specify),1.4,0,2.9
Prefer not to answer,0.7,1.4,0
Have you received any form of information on the risk of explosive hazards? ,"","",""
No,81.6,83.5,75.8
Yes,16.6,14.6,22.8
Don't know,1.7,1.8,1.4
Prefer not to answer,0.1,0.2,0
"From what source? 
","","",""
Training session                      ,1,1,3
Presentation/briefing,8,6,13
Community representative (i.e.m a focal point going around talking to people),36,27,52
Social media ,51,40,72
Conventional media (TV/radio/newspaper),42,29,67
"Posters, flyers, or other printed material ",41,29,62
School,4,3,5
Other (please specify),2,3,1
Don't know,2,1,4
Prefer not to answer,0,0,0
"Have you been harmed as a result of being exposed to an explosive hazards in the past? (Do not include being harmed by a household or work-related explosion, such as from a gas cylinder. This question relates only to weapons-related explosions.)","","",""
No,98.7,99,97.9
Yes,0.8,0.5,1.6
Prefer not to answer,0.5,0.5,0.5
"Have you received any received any rehabilitation, health care, special assistance, or government assistance for your injury or impairment?","","",""
"Yes, financial support",14,29,0
"Yes, psychological and psychosocial support",7,14,0
"Yes, support in physical therapy and functional rehabilitation",7,0,14
"Yes, donation of mobility devices (wheelchairs, crutches, etc.)",0,0,0
"Yes, donation of prosthesis & orthotics (artificial limb, externally applied device, etc.)",0,0,0
Assistance needed but none received,43,29,57
Do not need assistance,14,29,0
Other (please specify),0,0,0
Don't know,7,14,0
Prefer not to answer,14,0,29
Public hospital ,18,12,33
Private clinic,0,0,0
Family,9,12,0
Private donations,18,12,33
Local NGO,0,0,0
Municipal authorities,0,0,0
Religious authorities,0,0,0
International NGO,18,12,33
Social Solidarity Fund,0,0,0
Libyan doctor outside medical facility ,9,0,33
Non-Libyan doctor ,9,12,0
Other (please specify),0,0,0
Don't know,9,12,0
Prefer not to answer,36,50,0
Which of the following services have you needed to access during the past year in Libya?,"","",""
None,38,44,17
"Public hospital, ",23,17,40
"Private hospital or clinic, ",20,16,33
Mental health and psychosocial support,3,1,10
Sexual and reproductive health services,3,0,10
Gender-based violence assistance,2,1,4
"Public education, ",5,2,15
Private education,4,1,12
"Banking, ",9,7,15
"Police assistance, ",8,5,19
"Rental accommodation, ",15,13,22
Legal services (solicitor/lawyer),4,1,13
Assistance from humanitarian organisations,13,11,18
Transport,8,9,6
Information on available basic services,6,6,8
Other (please specify),1,1,0
Don't know,2,2,2
Prefer not to answer,0,0,0
"1. Public hospital,","","",""
Was able to access without assistance,45.4,34.9,58.6
Was able to access with the help of Libyan friends or colleagues,35.9,42.3,27.6
Was not able to access,18.7,22.8,13.8
Why did you not have access to this service?,"","",""
I was deliberately excluded by the service providers,16,8,33
I had no money to pay for it,36,27,54
I was unable to move freely,14,14,12
I had no documents to access it,21,27,8
There was poor access or transport to the service,4,6,0
I did not know where to find the service,8,12,0
I could not speak the language of the service providers,5,8,0
Other (please specify),4,2,8
Don't know,18,24,4
Prefer not to answer,0,0,0
2. Private hospital,"","",""
Was able to access without assistance,44.3,35,57.9
Was able to access with the help of Libyan friends or colleagues,43.4,54.5,27.1
Was not able to access,12.3,10.5,15
Why did you not have access to this service?,"","",""
I was deliberately excluded by the service providers,14,10,19
I had no money to pay for it,76,76,76
I was unable to move freely,0,0,0
I had no documents to access it,14,24,5
There was poor access or transport to the service,5,5,5
I did not know where to find the service,2,5,0
I could not speak the language of the service providers,2,5,0
Other (please specify),0,0,0
Don't know,2,0,5
Prefer not to answer,0,0,0
3. Public education,"","",""
Was not able to access,48.9,72.4,38.5
Was able to access without assistance,35.1,24.1,40
Was able to access with the help of Libyan friends or colleagues,16,3.4,21.5
Why did you not have access to this service?,"","",""
I was deliberately excluded by the service providers,17,14,20
I had no money to pay for it,37,10,60
I was unable to move freely,9,14,4
I had no documents to access it,39,43,36
There was poor access or transport to the service,9,10,8
I did not know where to find the service,7,14,0
I could not speak the language of the service providers,9,5,12
Other (please specify),4,0,8
Don't know,9,14,4
Prefer not to answer,2,5,0
4. Private education,"","",""
Was not able to access,45.5,73.3,37.3
Was able to access with the help of Libyan friends or colleagues,28.8,13.3,33.3
Was able to access without assistance,25.8,13.3,29.4
Why did you not have access to this service?,"","",""
I was deliberately excluded by the service providers,13,18,11
I had no money to pay for it,63,45,74
I was unable to move freely,3,0,5
I had no documents to access it,30,9,42
There was poor access or transport to the service,7,9,5
I did not know where to find the service,13,27,5
I could not speak the language of the service providers,23,0,37
Other (please specify),0,0,0
Don't know,17,18,16
Prefer not to answer,0,0,0
5. Banking,"","",""
Was not able to access,49,64.1,27
Was able to access with the help of Libyan friends or colleagues,31.6,18.5,50.8
Was able to access without assistance,19.4,17.4,22.2
Why did you not have access to this service?,"","",""
I was deliberately excluded by the service providers,36,34,41
I had no money to pay for it,18,2,76
I was unable to move freely,4,3,6
I had no documents to access it,45,36,76
There was poor access or transport to the service,13,12,18
I did not know where to find the service,14,15,12
I could not speak the language of the service providers,13,3,47
Other (please specify),9,12,0
Don't know,4,5,0
Prefer not to answer,0,0,0
6. Police assistance,"","",""
Was able to access with the help of Libyan friends or colleagues,60.4,46.8,70.7
Was not able to access,27.1,45.2,13.4
Was able to access without assistance,12.5,8.1,15.9
Why did you not have access to this service?,"","",""
I was deliberately excluded by the service providers,28,36,9
I had no money to pay for it,8,7,9
I was unable to move freely,10,14,0
I had no documents to access it,31,32,27
There was poor access or transport to the service,3,4,0
I did not know where to find the service,10,11,9
I could not speak the language of the service providers,8,7,9
Other (please specify),10,7,18
Don't know,10,4,27
Prefer not to answer,3,4,0
7. Rental accommodation,"","",""
Was able to access with the help of Libyan friends or colleagues,65.3,66.9,62.5
Was not able to access,17.8,19.6,14.6
Was able to access without assistance,17,13.5,22.9
Why did you not have access to this service?,"","",""
I was deliberately excluded by the service providers,0,0,0
I had no money to pay for it,65,62,71
I was unable to move freely,0,0,0
I had no documents to access it,13,19,0
There was poor access or transport to the service,2,0,7
I did not know where to find the service,22,22,21
I could not speak the language of the service providers,2,3,0
Other (please specify),0,0,0
Don't know,7,6,7
Prefer not to answer,0,0,0
8. Legal services (solicitor/lawyer),"","",""
Was able to access with the help of Libyan friends or colleagues,76.4,40,86
Was not able to access,13.9,46.7,5.3
Was able to access without assistance,9.7,13.3,8.8
Why did you not have access to this service?,"","",""
I was deliberately excluded by the service providers,10,14,0
I had no money to pay for it,50,43,67
I was unable to move freely,10,14,0
I had no documents to access it,10,14,0
There was poor access or transport to the service,10,14,0
I did not know where to find the service,10,0,33
I could not speak the language of the service providers,10,14,0
Other (please specify),0,0,0
Don't know,0,0,0
Prefer not to answer,0,0,0
9. Assistance from humanitarian organisations ,"","",""
Was not able to access,47,51.4,39
Was able to access with the help of Libyan friends or colleagues,42.9,39.4,49.4
Was able to access without assistance,10,9.2,11.7
Why did you not have access to this service?,"","",""
I was deliberately excluded by the service providers,10,12,3
I had no money to pay for it,3,3,3
I was unable to move freely,10,11,7
I had no documents to access it,7,8,3
There was poor access or transport to the service,5,3,10
I did not know where to find the service,71,71,70
I could not speak the language of the service providers,2,1,3
Other (please specify),0,0,0
Don't know,11,8,17
Prefer not to answer,0,0,0
10. Transport,"","",""
Was able to access without assistance,57.8,58.7,53.8
Was able to access with the help of Libyan friends or colleagues,31.9,32.1,30.8
Was not able to access,10.4,9.2,15.4
Why did you not have access to this service?,"","",""
I was deliberately excluded by the service providers,0,0,0
I had no money to pay for it,64,50,100
I was unable to move freely,14,20,0
I had no documents to access it,0,0,0
There was poor access or transport to the service,0,0,0
I did not know where to find the service,0,0,0
I could not speak the language of the service providers,0,0,0
Other (please specify),0,0,0
Don't know,21,30,0
Prefer not to answer,7,10,0
Have you encountered any refugee or migrant children under 18 that were working in this baladiya within the last year?,"","",""
No,38.3,38.5,37.9
"Yes, I encountered boys working",36,35.4,37.9
"Yes, I encountered both boys and girls working",16.9,16.6,17.7
Don't know,6.3,6.6,5.6
"Yes, I encounter girls working",1.6,2,0.7
Prefer not to answer,0.9,1,0.2
How many refugee or migrant children under 18 that were working in this baladiya did you encounter within the last year?,"","",""
11-20; ,36.6,36.4,37.2
1-10; ,30.9,30.5,31.8
21-50; ,17,18.1,14
51-100; ,9.2,9.4,8.7
more than 100,3.4,3.2,4.1
Don't know,2.8,2.3,4.1
Prefer not to answer,0.1,0.1,0
"Have you encountered any UASC (refugee or migrant children unaccompanied by their parents, relatives or legal guardian) in this baladiya within the last year?","","",""
No,61.5,63.6,55.3
Yes,26.6,25.6,29.5
Don't know,10.7,9.5,14.2
Prefer not to answer,1.3,1.3,0.9
What are your migration intentions for the next 6 months?,"","",""
Stay in my current location in Libya,46,44.1,51.6
Leave Libya,34.1,34.6,32.1
Move to another location in Libya,15.1,16.6,10.7
Don't know,3.9,3.5,5.1
Prefer not to answer,0.9,1.1,0.5
Why do you have these migration intentions?,"","",""
For employment/economic reasons,71,74,65
For security reasons,22,20,31
To be with family/friends,13,10,20
I came to Libya with the plan to travel to another country,9,9,9
I came to Libya with the plan to return home after a short amount of time,8,9,5
Other (please specify),3,1,7
Don't know,2,1,5
Prefer not to answer,2,2,4
How long do you plan to stay in Libya for?,"","",""
More than 1 year,55.1,51.5,65.7
Don't know,23.9,24.1,22.8
Between 6 and 12 months,20.7,24.3,10.4
Prefer not to answer,0.4,0.1,1.1
Where do you want to go after Libya?,"","",""
Europe,60.8,57.2,72.5
Return to home country,34.2,37.8,22.5
Elsewhere,2.7,2.5,3.6
Don't know,1,1.4,0
Another African country,0.9,0.9,0.7
Prefer not to answer,0.3,0.2,0.7
What are your top 3 priority needs?,"","",""
Access to cash,73,72,74
Food,54,53,58
Water,11,11,12
Shelter support,20,20,20
Medical care,34,34,34
Sanitation services,2,1,3
Electricity or fuel,8,6,13
Access to means of communication (mobile phone network coverage or mobile phone credit),4,6,1
Household or hygiene items,2,1,2
Employment (livelihood opportunities),44,50,27
Vocational training,5,5,3
Education for children,7,2,21
Child-friendly spaces or activities,1,0,3
"Explosive hazard clearance, risk education, or services for survivors",1,1,0
Gender-based violence support,2,2,2
"Psychosocial support (e.g., counseling)",4,4,6
"Legal assistance (e.g., civil documentation, house/land/property, family law)",4,3,8
Other (please specify),1,2,1
Don't know,0,0,0
Prefer not to answer,0,0,0
Did you receive humanitarian assistance during the previous 6 months?,"","",""
No,83.3,87,72.8
Yes,15.6,11.8,26.3
Don't know,0.6,0.6,0.7
Prefer not to answer,0.5,0.6,0.2
What was the modality of the assistance received?,"","",""
cash,36,42,27
vouchers,1,1,3
in kind,41,26,61
Mixed (in-kind and cash/voucher),23,32,12
"Services (e.g., health care, education, PSS, GBV, case management, etc)",14,5,27
Other (please specify),1,1,2
Don't know,0,0,0
Prefer not to answer ,0,0,0
From what source? ,"","",""
International organisations/NGOs ,28,17,42
Local organisations ,28,21,39
Private donations,48,51,43
Government or local authorities ,10,1,23
Religious entities,19,14,27
Other (please specify),2,2,3
Don't know,1,3,0
Prefer not to answer,0,1,0
Are you satisfied with the aid you received?,"","",""
Yes,82.4,84.8,78.8
No,15.4,13.2,18.6
Don't know,1.1,1.3,0.9
Prefer not to answer,1.1,0.7,1.8
Why were you not satisfied with the aid received?,"","",""
Quality not good,73.2,75,71.4
Quality not good enough,22,20,23.8
Prefer not to answer,2.4,0,4.8
Other (please specify),2.4,5,0
"In the last year, did you face any barriers to receiving humanitarian assistance?","","",""
No barriers faced in receiving humanitarian assistance,31,31,31
Not aware of any assistance,59,61,55
Lack of consent from actor controlling territory ,1,0,4
Damage to roads leading to area of assistance,0,0,1
Insecurity travelling to area of assistance,4,3,7
Checkpoints or roadblocks ,3,2,7
Presence of explosive hazards,0,0,0
Other (please specify),1,1,1
Don't know,2,2,2
Prefer not to answer,0,0,0
"If you were to receive assistance in the future, what kind of assistance would you prefer to receive?","","",""
Mixed (cash and in-kind),38.6,40.4,33.5
Cash in hand,38.4,37.1,42.3
Do not want to receive assistance,8,8.7,6
"Services (e.g., health care, education, PSS, GBV, case management, etc)",6.9,6.4,8.4
"In-kind (house repairs, construction materials, NFIs, etc.)",4.3,3.7,5.8
Cash via bank transfer,1.8,1.8,1.9
Don't know,0.9,1,0.7
Prefer not to answer,0.5,0.5,0.2
Other (please specify),0.3,0.1,0.9
Cash via e-transfer ,0.2,0.2,0
Voucher ,0.1,0.1,0.2
"If you would prefer to receive in-kind assistance, what type of in-kind assistance would you like to receive?","","",""
"Non-food household items (blankets, mattresses, kitchen sets, etc.)",71.6,68.8,76
Repairs/rehab work in the shelter,20.3,22.9,16
"Construction materials (cement, wood, tools, etc.)",5.4,6.2,4
Don't know,1.4,2.1,0
Other (please specify),1.4,0,4
What is your primary source of information on the humanitarian assistance in your current baladiya of residence?,"","",""
Do not receive information on humanitarian assistance,31.9,37.1,16.7
Community leaders,17.4,16.1,21.2
Family members and friends,14.4,13.7,16.3
Social media,9.3,7.2,15.3
Charity organization,8.2,8.7,7
Humanitarian organization,7.8,7.3,9.3
TV,4.9,3.1,10.2
Don't know,3.7,4.4,1.4
Radio,1.3,1.2,1.9
Government,0.8,0.8,0.7
Prefer not to answer,0.3,0.5,0
