data,Libya,no,yes
"Do you have physical or cognitive difficulties (for example: mobility, hearing, sight, communicating) which impact your ability to carry out day-to-day activities such as working, studying, walking, getting dressed, and remembering things?","","",""
No,95.5,95.5,96.1
Yes,3,3.2,1.9
Prefer not to answer,0.8,0.7,1
Don't know,0.7,0.6,1
Do you fall into any of the following categories:,"","",""
Minor difficulties carrying out daily activities but does not need assistance or attention,39.2,38.6,50
No difficulty carrying out daily activities,29.4,29.5,33.3
"A lot of difficulty carrying out daily activiites and needs quite a bit of assistance and atention (e.g., for 3-6 hours/day)",11.8,11.4,0
"Some difficulties carrying out daily activities and needs some assistance and attention (e.g., for 1-2 hours/day)",11.8,11.4,16.7
Cannot carry out daily activities independently and needs permanent assistance and attention,7.8,9.1,0
What was the cause of the disability?,"","",""
"Congenital origin (i.e., present since birth)",41.2,40.9,33.3
Illness,23.5,22.7,33.3
Road accident,11.8,13.6,0
Domestic accident,7.8,9.1,0
Prefer not to answer,5.9,2.3,33.3
Shot from war weapon,5.9,6.8,0
"Mine, unexploded ordnance (UXO), or improvised explosive device (IED)",2,2.3,0
"Pregnancy complications (i.e., complications to the mother)",2,2.3,0
Do you have adequate access to the health care that you need to treat or manage your condition?,"","",""
"Yes, adequate access",45.1,45.5,50
"Limited access (only sometimes, limited quantity, etc.)",33.3,36.4,16.7
No access,21.6,18.2,33.3
What are the services that are not available (when needed or prescribed)?,"","",""
Lack of physical therapy and/or rehabilitation,38,40,0
Lack of wheelchair,17,16,33
"Lack of other assistive devices (e.g., prosthetic limbs or hearing aids)",24,28,0
Lack of psychosocial support,34,40,0
Other (please specify),0,0,0
Don't know,21,16,67
Prefer not to answer,3,4,0
1. Boys (6-10),"","",""
Average,0.218241042345277,0.236559139784946,0
2. Boys (11-17),"","",""
Average,0.234527687296417,0.236559139784946,0.272727272727273
3. Girls (6-10),"","",""
Average,0.166123778501629,0.17921146953405,0.0454545454545455
4. Girls (11-17) ,"","",""
Average,0.175895765472313,0.17921146953405,0.0909090909090909
children_enrolled_calc,"","",""
Average,0.794788273615635,0.831541218637993,0.409090909090909
1. Boys (6-10),"","",""
Average,0.185667752442997,0.200716845878136,0
2. Boys (11-17),"","",""
Average,0.182410423452769,0.186379928315412,0.181818181818182
3. Girls (6-10),"","",""
Average,0.130293159609121,0.139784946236559,0.0454545454545455
4. Girls (11-17) ,"","",""
Average,0.146579804560261,0.146953405017921,0.0909090909090909
children_attending_calc,"","",""
Average,0.644951140065147,0.673835125448029,0.318181818181818
notattending_notenrolled_school_male,"","",""
Average,0.95114006514658,0.931899641577061,1.13636363636364
notattending_notenrolled_school_female,"","",""
Average,0.58957654723127,0.555555555555556,0.909090909090909
1. Less than 1 month,"","",""
Average,0,0,0
2. 1-3 months,"","",""
Average,0.00568181818181818,0.00625,0
3. 4-6 months,"","",""
Average,0.00568181818181818,0.00625,0
4. More than 6 months,"","",""
Average,0.00568181818181818,0.00625,0
5. Entire 2018-2019 school year ,"","",""
Average,0.164772727272727,0.1625,0.230769230769231
Never attended school,"","",""
Average,0.525641025641026,0.524822695035461,0.333333333333333
notattending_notenrolled_school_male_calc,"","",""
Average,0.647727272727273,0.64375,0.538461538461538
1. Less than 1 month,"","",""
Average,0.024390243902439,0.0280373831775701,0
2. 1-3 months,"","",""
Average,0,0,0
3. 4-6 months,"","",""
Average,0,0,0
4. More than 6 months,"","",""
Average,0.00813008130081301,0.00934579439252336,0
5. Entire 2018-2019 school year ,"","",""
Average,0.121951219512195,0.130841121495327,0.0769230769230769
Never attended school,"","",""
Average,0.288461538461538,0.280898876404494,0
notattending_notenrolled_school_female_calc,"","",""
Average,0.398373983739837,0.401869158878505,0.0769230769230769
What type of education do the children in your household have access to in this baladiya?,"","",""
No access to formal education,31,28,64
Public school,35,37,14
Private school,36,39,9
Koranic school,30,32,9
Other (please specify),3,3,0
Don't know,5,4,9
Prefer not to answer,1,1,5
"Of the school-aged children in your household who are neither enrolled in school nor attending school, why are they not attending school?","","",""
"Problems with school infrastructure, or school is used for other purpose",27,25,50
"Problems with means, transport, materials, or food",28,26,33
"Problems with quality, curriculum, or capacity",30,31,28
Problems with safety and security,33,33,33
"Problems with child's health or behavior, lack of documentation, child marriage or pregnancy, discrimination, or the need for the child to work at home or for a salary",38,39,28
Other (please specify),17,18,6
Don't know,14,13,17
Prefer not to answer,8,7,17
What are the specific problems around school infrastructure that have contributed to the school-aged children not attending school?,"","",""
"Lack of basic amenities at school (potable water, heat, electricity)",79,81,67
Lack of infrastructure (school buildings or classrooms) to accommodate all children,59,67,22
Lack of latrines separated by sex,24,29,0
Local schools overcrowded/lack of space in local schools,36,44,0
School is used for other purpose,59,71,0
Other (please specify),0,0,0
Don't know,5,6,0
Prefer not to answer,2,0,11
"What are the specific problems around means, transport, materials, or food that have contributed to the school-aged children not attending school?","","",""
Distance or transport constraint,73,78,33
School fees or costs,68,69,50
Lack of teaching and learning materials or supplies,32,37,17
Lack of food,14,14,17
Other (please specify),0,0,0
Don't know,2,2,0
Prefer not to answer,2,0,17
"What are the specific problems around quality, curriculum, or capacity that have contributed to the school-aged children not attending school?","","",""
Language,80,86,20
"One or more school level is not available (pre-primary, primary, secondary, tertiary).",58,63,20
Lack of teachers,6,5,20
Poor quality of teaching,23,20,40
Education is not seen as useful,62,66,20
What is taught is not culturally or age appropriate,46,49,20
Other (please specify),0,0,0
Don't know,3,3,0
Prefer not to answer,0,0,0
What are the specific problems around safety and security that have contributed to the school-aged children not attending school?,"","",""
Insecurity on the way to school or in the area (real or perceived),66,63,83
The child joined an armed group or military.,6,6,0
"Emotional or physical abuse by teachers (corporal punishment, humiliation, corporal punishment etc.)",30,30,33
"Emotional or physical abuse by peers (bullying, fighting, discrimination, etc)",55,62,0
Displaced by conflict,8,10,0
Displaced by natural disaster,0,0,0
Abduction/detention,31,33,17
Other (please specify),0,0,0
Don't know,6,6,0
Prefer not to answer,3,3,0
"What are the specific problems around child vulnerabilities (health/behavior, documentation, etc.) that have contributed to the school-aged children not attending school?","","",""
The child has a prolonged illness.,0,0,0
The child has a disability (access issue).,1,1,0
The child is on the move.,43,45,20
Lack of documentation,90,93,60
Child marriage,0,0,0
"Social discrimination (due to ethnicity, religion, poverty, gender, health, disability, or other)",60,64,40
Suspended or expelled for performance or behaviour issues,21,23,0
"The child is pregnant, lactating, or has a child of her own.",1,1,0
The child is busy with chores.,38,42,0
The child works.,11,12,0
Other (please specify),0,0,0
Don't know,0,0,0
Prefer not to answer,1,0,0
Would you like your children in your household that are not attending school to access education while in Libya?,"","",""
Yes,59.5,62,27.8
No,34,32.3,61.1
Prefer not to answer,6.5,5.7,11.1
Have any children in your household ever faced any of these issues when attending school in Libya?,"","",""
No issues faced by children in the household when attending school,47,45,80
Lack of functioning latrines,17,17,0
Lack of separate and safe toilets for boys and girls,11,12,0
Lack of clean water,14,15,0
Lack of accessibility for students living with disabilities,2,2,0
Overcrowding,11,12,0
Poor quality of teachers,13,13,0
Violence from teachers (excluding sexual violence or harassment),7,7,0
Bullying/violence from other students (excluding sexual violence or harassment),19,19,20
Sexual violence or harassment,1,1,0
Discrimination,20,21,20
Attempted recruitment by armed actors,0,0,0
"School building conversion into other purposes (displaced accommodation, military barracks, etc.)",4,4,0
Other (please specify),1,1,0
Don't know,2,2,0
Prefer not to answer,1,1,0
1. Attending formal Libyan school unofficially,"","",""
Average,0.024390243902439,0.0221238938053097,0.0625
2. Attending unofficial or unrecognised private school,"","",""
Average,0.0284552845528455,0.0265486725663717,0
3. Non formal education at NGO centre,"","",""
Average,0,0,0
4. Employer providing professional training,"","",""
Average,0.0772357723577236,0.079646017699115,0.0625
5. Non-formal education at home,"","",""
Average,0.150406504065041,0.163716814159292,0
6. Non formal education at faith-based organization,"","",""
Average,0.032520325203252,0.0353982300884956,0
7. Non formal education at community centre,"","",""
Average,0.0040650406504065,0.00442477876106195,0
8. Non formal education at Museum/libraries,"","",""
Average,0,0,0
"9, Homeschooling/self-learning","","",""
Average,0.0934959349593496,0.0884955752212389,0
Other (please specify),"","",""
Average,0,0,0
nonformal_education_boys_calc,"","",""
Average,0.410569105691057,0.420353982300885,0.125
1. Attending formal Libyan school unofficially,"","",""
Average,0.0106382978723404,0.0119047619047619,0
2. Attending unofficial or unrecognised private school,"","",""
Average,0.0372340425531915,0.0238095238095238,0
3. Non formal education at NGO centre,"","",""
Average,0,0,0
4. Employer providing professional training,"","",""
Average,0,0,0
5. Non-formal education at home,"","",""
Average,0.0797872340425532,0.0833333333333333,0.0625
6. Non formal education at faith-based organization,"","",""
Average,0.00531914893617021,0.00595238095238095,0
7. Non formal education at community centre,"","",""
Average,0.0106382978723404,0.0119047619047619,0
8. Non formal education at Museum/libraries,"","",""
Average,0,0,0
"9, Homeschooling/self-learning","","",""
Average,0.0797872340425532,0.0892857142857143,0
Other (please specify),"","",""
Average,0,0,0
nonformal_education_girls_calc,"","",""
Average,0.223404255319149,0.226190476190476,0.0625
How often do your children have access to non-formal education?,"","",""
Never,52.9,51.1,77.3
Five days a week,16,15.8,13.6
Between four and two times per week,10.5,11.5,0
Prefer not to answer,8.2,8.3,9.1
Few days per month,6.5,6.8,0
Once per week,5.9,6.5,0
What type of formal education do refugee and migrant children have access to in this baladiya?  ,"","",""
No access to education,23,21,34
Public school,22,23,19
Private school,30,30,27
Koranic school,19,21,10
Other (please specify),1,1,0
Don't know,34,36,31
Prefer not to answer,1,1,1
What kinds of non-formal education do refugee and migrant children have access to in this location?,"","",""
No access to non formal education,25,21,40
Attending formal Libyan school unofficially,5,6,3
Attending unofficial or unrecognised private school,10,10,8
Non formal education at NGO centre,3,3,3
Employer providing professional training,4,5,1
Non-formal education at home,12,12,11
Non formal education at faith-based organization,10,11,4
Non formal education at community centre,3,3,0
Non formal education at Museum/libraries,1,1,0
"9, Homeschooling/self-learning",12,12,8
Other (please specify),0,1,0
Don't know,42,43,37
Prefer not to answer,1,1,1
Do you feel like you are in danger in this baladiya?,"","",""
No,70.6,69.6,75.6
Yes,25.6,26.2,22.7
Don't know,3.6,4,1.6
Prefer not to answer,0.2,0.3,0
Why do you feel in danger?,"","",""
I have no one who can help me,26,26,30
I am afraid of or affected by conflict in my area,31,29,37
I am afraid of being robbed,35,35,36
I was previously robbed,26,25,33
I am afraid of being arrested because of lack of documents,23,23,20
I was previously arrested because lack of documents,11,10,10
I am afraid of being arrested for other reasons (not related to documents),9,9,10
I was previously arrested for other reasons (not related to documents),7,7,6
I was previously threatened,8,6,13
I am afraid of being held captive or detained against my will,17,19,9
I was previously held captive or detained against my will,6,6,4
I am afraid of being kidnapped. ,18,19,14
I was previously kidnapped,5,4,9
I am afraid of being tortured,13,14,9
I was previously tortured,5,4,9
I am afraid of being physically harassed (not sexually),6,7,0
I previously suffered from physical harassment (not sexual),1,2,0
I previously suffered from verbal harassment,16,17,9
I am afraid of being sexually harassed,2,2,0
I previously suffered from sexual harassment,1,1,0
I am afraid of or affected by enviromental hazards,0,1,0
I am afraid of or affected by mine/ UXO risks,1,1,0
Other (please specify),0,0,0
Don't know,1,1,0
Prefer not to answer,0,0,1
You said that you feel in danger in this baladiya. How do you try to avoid these risks?,"","",""
There is nothing I can do to avoid the risk,9,8,13
I avoid walking/staying alone,44,43,48
I avoid walking out at night time,70,69,75
I am cautious not to be noticed by strangers,12,12,13
I avoid taking always the same streets/routines,12,11,18
I always carry my belongings/savings with me,4,3,8
I hand my belongings/savings to a friend in Libya,9,9,8
I use a cashier,2,2,2
I carry a weapon to defend myself,3,4,0
I lock up the house,26,27,20
I move to another location,2,2,3
I stay inside/hidden until the situation improved,7,7,7
I seek protection by a Libyan,16,16,13
I seek protection by other refugees or migrants,4,5,2
Other (please specify),1,1,0
Don't know,0,0,0
Prefer not to answer,0,0,0
What would make you feel safer/less vulnerable to the dangers in Libya?,"","",""
Having a shelter,26,26,29
Being with family or friends,36,36,39
Having a phone to communicate and ask for help,12,12,11
Having more economic resources,5,5,3
Being able to speak Arabic,23,23,23
Having the support of a Libyan person,45,45,46
Having official or ID documents,23,23,21
Having a job,8,8,11
Knowing other migrants who speak my language,17,16,21
Being a man,6,7,1
Being a woman ,5,6,0
Other (please specify),1,1,0
Don't know,3,3,1
Prefer not to answer,0,0,1
Property documents,19,20,13
Family book,19,22,7
Certificate of nationality,28,28,33
Passport,72,72,67
National ID card,28,27,40
Residence Certificate,55,49,87
Birth certificate,8,8,7
Refugee card,31,34,20
Other (please specify),1,1,0
Don't know,2,2,0
Prefer not to answer,0,0,0
What do you think are the safety and security concerns for refugee and migrant children (under 18) in your baladiya?,"","",""
None,32,29,46
Being robbed,41,43,30
Being threatened with violence,14,15,10
Being kidnapped ,15,15,15
Suffering from torture ,4,4,5
Suffering from physical harassment (not sexual) ,9,10,5
Suffering from verbal harassment ,17,18,11
Suffering from sexual harrassment,3,4,1
Being killed,6,6,9
Being arrested or detained ,15,15,14
Being exploited,19,21,8
Other (please specify),0,0,0
Don't know,8,7,11
Prefer not to answer,0,0,1
Are girls and boys affected differently by the dangerous situations you mentioned?,"","",""
Boys are more affected,50.9,52.6,41.4
Girls are more affected,29.2,28.2,35.9
No,19.9,19.2,22.7
Have you been able to move freely around this baladiya during all of the last year?,"","",""
Yes,71,71.4,71.1
No,26.4,26,26.6
Don't know,2.2,2.2,1.9
Prefer not to answer,0.5,0.5,0.3
Why were you unable to move freely around this baladiya?,"","",""
Conflict or insecurity,65,65,71
Lack of money to travel,13,13,13
Lack of means of  transportation,7,8,6
I was kidnapped,4,4,5
I was arrested or detained,11,11,10
I was afraid of being arrested,41,42,40
Other (please specify),2,2,0
Don't know,1,1,0
Prefer not to answer,1,1,1
How long were you unable to move freely for?,"","",""
more than a year,32.8,34.6,24.4
three to less than six months,14.3,15,13.4
six months to a year,14.3,14.1,14.6
less than one week,10.8,7.5,25.6
one to less than three months,8.6,8.9,6.1
two weeks - less than one month,8.1,8.9,6.1
one week - less than two weeks,5.1,4.7,6.1
Don't know,4.8,5.3,3.7
Prefer not to answer,1.1,1.1,0
Presence of explosive hazards,"","",""
No,90.7,89.9,94.5
Yes,8.3,9.1,4.9
Prefer not to answer,0.9,1,0.6
What course of action did you take?,"","",""
No action taken,68.5,67.5,73.3
Contacted local authorities,19.6,19.8,20
Contacted hotline/emergency services                      ,3.5,4,0
"Self-help (i.e., cleared the explosive hazard themselves)",3.5,3.2,6.7
Don't know,2.8,3.2,0
Contacted a mine action authority (specify),1.4,1.6,0
Prefer not to answer,0.7,0.8,0
Have you received any form of information on the risk of explosive hazards? ,"","",""
No,81.6,80.9,83.4
Yes,16.6,17.1,15.3
Don't know,1.7,1.8,1.3
Prefer not to answer,0.1,0.1,0
"From what source? 
","","",""
Training session                      ,1,1,2
Presentation/briefing,8,8,9
Community representative (i.e.m a focal point going around talking to people),36,36,36
Social media ,51,50,55
Conventional media (TV/radio/newspaper),42,47,17
"Posters, flyers, or other printed material ",41,44,26
School,4,4,0
Other (please specify),2,2,4
Don't know,2,2,2
Prefer not to answer,0,0,0
"Have you been harmed as a result of being exposed to an explosive hazards in the past? (Do not include being harmed by a household or work-related explosion, such as from a gas cylinder. This question relates only to weapons-related explosions.)","","",""
No,98.7,99.1,97.7
Yes,0.8,0.5,1.9
Prefer not to answer,0.5,0.4,0.3
"Have you received any received any rehabilitation, health care, special assistance, or government assistance for your injury or impairment?","","",""
"Yes, financial support",14,0,33
"Yes, psychological and psychosocial support",7,0,17
"Yes, support in physical therapy and functional rehabilitation",7,14,0
"Yes, donation of mobility devices (wheelchairs, crutches, etc.)",0,0,0
"Yes, donation of prosthesis & orthotics (artificial limb, externally applied device, etc.)",0,0,0
Assistance needed but none received,43,43,33
Do not need assistance,14,14,17
Other (please specify),0,0,0
Don't know,7,0,17
Prefer not to answer,14,29,0
Public hospital ,18,0,67
Private clinic,0,0,0
Family,9,14,0
Private donations,18,14,33
Local NGO,0,0,0
Municipal authorities,0,0,0
Religious authorities,0,0,0
International NGO,18,0,67
Social Solidarity Fund,0,0,0
Libyan doctor outside medical facility ,9,14,0
Non-Libyan doctor ,9,0,33
Other (please specify),0,0,0
Don't know,9,14,0
Prefer not to answer,36,43,0
Which of the following services have you needed to access during the past year in Libya?,"","",""
None,38,36,46
"Public hospital, ",23,22,25
"Private hospital or clinic, ",20,21,18
Mental health and psychosocial support,3,4,2
Sexual and reproductive health services,3,3,0
Gender-based violence assistance,2,2,2
"Public education, ",5,6,4
Private education,4,4,2
"Banking, ",9,9,9
"Police assistance, ",8,9,6
"Rental accommodation, ",15,16,10
Legal services (solicitor/lawyer),4,5,2
Assistance from humanitarian organisations,13,14,9
Transport,8,8,6
Information on available basic services,6,7,5
Other (please specify),1,1,1
Don't know,2,2,1
Prefer not to answer,0,0,0
"1. Public hospital,","","",""
Was able to access without assistance,45.4,48.1,35.1
Was able to access with the help of Libyan friends or colleagues,35.7,37.4,31.2
Was not able to access,18.9,14.5,33.8
Why did you not have access to this service?,"","",""
I was deliberately excluded by the service providers,18,22,4
I had no money to pay for it,35,42,23
I was unable to move freely,14,18,8
I had no documents to access it,20,13,35
There was poor access or transport to the service,4,4,4
I did not know where to find the service,8,7,12
I could not speak the language of the service providers,5,0,15
Other (please specify),4,7,0
Don't know,18,13,27
Prefer not to answer,0,0,0
2. Private hospital,"","",""
Was able to access without assistance,44.3,44.6,44.4
Was able to access with the help of Libyan friends or colleagues,43.4,45.3,33.3
Was not able to access,12.2,10.1,22.2
Why did you not have access to this service?,"","",""
I was deliberately excluded by the service providers,14,21,0
I had no money to pay for it,76,72,83
I was unable to move freely,0,0,0
I had no documents to access it,14,14,17
There was poor access or transport to the service,5,3,8
I did not know where to find the service,2,0,8
I could not speak the language of the service providers,2,0,8
Other (please specify),0,0,0
Don't know,2,3,0
Prefer not to answer,0,0,0
3. Public education,"","",""
Was not able to access,48.9,49.4,33.3
Was able to access without assistance,35.1,32.9,58.3
Was able to access with the help of Libyan friends or colleagues,16,17.7,8.3
Why did you not have access to this service?,"","",""
I was deliberately excluded by the service providers,17,15,0
I had no money to pay for it,37,41,0
I was unable to move freely,9,10,0
I had no documents to access it,39,41,25
There was poor access or transport to the service,9,10,0
I did not know where to find the service,7,3,50
I could not speak the language of the service providers,9,10,0
Other (please specify),4,5,0
Don't know,9,8,25
Prefer not to answer,2,3,0
4. Private education,"","",""
Was not able to access,45.5,44.1,57.1
Was able to access with the help of Libyan friends or colleagues,28.8,30.5,14.3
Was able to access without assistance,25.8,25.4,28.6
Why did you not have access to this service?,"","",""
I was deliberately excluded by the service providers,13,12,25
I had no money to pay for it,63,65,50
I was unable to move freely,3,4,0
I had no documents to access it,30,35,0
There was poor access or transport to the service,7,8,0
I did not know where to find the service,13,8,50
I could not speak the language of the service providers,23,27,0
Other (please specify),0,0,0
Don't know,17,15,25
Prefer not to answer,0,0,0
5. Banking,"","",""
Was not able to access,49,44.4,67.9
Was able to access with the help of Libyan friends or colleagues,31.6,36.5,10.7
Was able to access without assistance,19.4,19,21.4
Why did you not have access to this service?,"","",""
I was deliberately excluded by the service providers,36,43,16
I had no money to pay for it,18,25,0
I was unable to move freely,4,4,5
I had no documents to access it,45,45,42
There was poor access or transport to the service,13,11,21
I did not know where to find the service,14,9,32
I could not speak the language of the service providers,13,16,5
Other (please specify),9,12,0
Don't know,4,2,11
Prefer not to answer,0,0,0
6. Police assistance,"","",""
Was able to access with the help of Libyan friends or colleagues,60.4,63.7,42.1
Was not able to access,27.1,24.2,42.1
Was able to access without assistance,12.5,12.1,15.8
Why did you not have access to this service?,"","",""
I was deliberately excluded by the service providers,28,27,38
I had no money to pay for it,8,10,0
I was unable to move freely,10,7,25
I had no documents to access it,31,37,12
There was poor access or transport to the service,3,0,12
I did not know where to find the service,10,10,12
I could not speak the language of the service providers,8,3,25
Other (please specify),10,10,0
Don't know,10,10,12
Prefer not to answer,3,3,0
7. Rental accommodation,"","",""
Was able to access with the help of Libyan friends or colleagues,65.3,67.6,50
Was not able to access,17.8,16.9,21.9
Was able to access without assistance,17,15.6,28.1
Why did you not have access to this service?,"","",""
I was deliberately excluded by the service providers,0,0,0
I had no money to pay for it,65,74,29
I was unable to move freely,0,0,0
I had no documents to access it,13,11,29
There was poor access or transport to the service,2,3,0
I did not know where to find the service,22,13,57
I could not speak the language of the service providers,2,3,0
Other (please specify),0,0,0
Don't know,7,5,14
Prefer not to answer,0,0,0
8. Legal services (solicitor/lawyer),"","",""
Was able to access with the help of Libyan friends or colleagues,76.4,80.3,40
Was not able to access,13.9,10.6,40
Was able to access without assistance,9.7,9.1,20
Why did you not have access to this service?,"","",""
I was deliberately excluded by the service providers,10,14,0
I had no money to pay for it,50,57,0
I was unable to move freely,10,0,50
I had no documents to access it,10,14,0
There was poor access or transport to the service,10,0,50
I did not know where to find the service,10,14,0
I could not speak the language of the service providers,10,0,50
Other (please specify),0,0,0
Don't know,0,0,0
Prefer not to answer,0,0,0
9. Assistance from humanitarian organisations ,"","",""
Was not able to access,47,43.1,74.1
Was able to access with the help of Libyan friends or colleagues,42.9,47.9,7.4
Was able to access without assistance,10,9,18.5
Why did you not have access to this service?,"","",""
I was deliberately excluded by the service providers,10,10,10
I had no money to pay for it,3,2,5
I was unable to move freely,10,10,10
I had no documents to access it,7,6,10
There was poor access or transport to the service,5,6,0
I did not know where to find the service,71,73,65
I could not speak the language of the service providers,2,1,5
Other (please specify),0,0,0
Don't know,11,9,15
Prefer not to answer,0,0,0
10. Transport,"","",""
Was able to access without assistance,57.8,57.9,57.9
Was able to access with the help of Libyan friends or colleagues,31.9,35.1,10.5
Was not able to access,10.4,7,31.6
Why did you not have access to this service?,"","",""
I was deliberately excluded by the service providers,0,0,0
I had no money to pay for it,64,75,50
I was unable to move freely,14,12,17
I had no documents to access it,0,0,0
There was poor access or transport to the service,0,0,0
I did not know where to find the service,0,0,0
I could not speak the language of the service providers,0,0,0
Other (please specify),0,0,0
Don't know,21,12,33
Prefer not to answer,7,0,17
Have you encountered any refugee or migrant children under 18 that were working in this baladiya within the last year?,"","",""
No,38.4,37.8,39.6
"Yes, I encountered boys working",36,35.8,37.7
"Yes, I encountered both boys and girls working",16.8,18.1,11.4
Don't know,6.3,6.5,5.8
"Yes, I encounter girls working",1.6,1.4,2.9
Prefer not to answer,0.9,0.4,2.6
How many refugee or migrant children under 18 that were working in this baladiya did you encounter within the last year?,"","",""
11-20; ,36.6,37.5,33.8
1-10; ,30.9,29.5,36.9
21-50; ,17,16.8,18.1
51-100; ,9.2,10,4.4
more than 100,3.4,3.6,2.5
Don't know,2.8,2.5,4.4
Prefer not to answer,0.1,0.1,0
"Have you encountered any UASC (refugee or migrant children unaccompanied by their parents, relatives or legal guardian) in this baladiya within the last year?","","",""
No,61.5,62.9,54.2
Yes,26.5,25.8,30.8
Don't know,10.7,10.6,11.4
Prefer not to answer,1.3,0.7,3.6
What are your migration intentions for the next 6 months?,"","",""
Stay in my current location in Libya,46,44.9,50
Leave Libya,34.1,34.3,33.8
Move to another location in Libya,15.1,16.1,11
Don't know,3.9,4,3.2
Prefer not to answer,0.9,0.6,1.9
Why do you have these migration intentions?,"","",""
For employment/economic reasons,71,70,78
For security reasons,22,22,22
To be with family/friends,13,12,16
I came to Libya with the plan to travel to another country,9,9,8
I came to Libya with the plan to return home after a short amount of time,8,8,8
Other (please specify),3,2,3
Don't know,2,2,2
Prefer not to answer,2,3,1
How long do you plan to stay in Libya for?,"","",""
More than 1 year,55.1,56.7,49.5
Don't know,23.8,23.8,21.8
Between 6 and 12 months,20.7,19.1,28.2
Prefer not to answer,0.4,0.4,0.5
Where do you want to go after Libya?,"","",""
Europe,60.9,60.4,64.4
Return to home country,34.1,34.6,31.7
Elsewhere,2.7,2.9,1
Don't know,1,0.6,2.9
Another African country,0.9,1,0
Prefer not to answer,0.3,0.4,0
What are your top 3 priority needs?,"","",""
Access to cash,73,71,81
Food,54,52,65
Water,12,11,15
Shelter support,20,20,17
Medical care,34,34,33
Sanitation services,2,2,1
Electricity or fuel,8,9,4
Access to means of communication (mobile phone network coverage or mobile phone credit),4,3,9
Household or hygiene items,2,2,1
Employment (livelihood opportunities),44,46,36
Vocational training,5,5,4
Education for children,7,8,1
Child-friendly spaces or activities,1,1,0
"Explosive hazard clearance, risk education, or services for survivors",1,1,1
Gender-based violence support,2,2,2
"Psychosocial support (e.g., counseling)",4,4,6
"Legal assistance (e.g., civil documentation, house/land/property, family law)",4,4,5
Other (please specify),1,1,2
Don't know,0,0,0
Prefer not to answer,0,0,0
Did you receive humanitarian assistance during the previous 6 months?,"","",""
No,83.2,83.1,83.8
Yes,15.6,15.9,14.9
Don't know,0.6,0.5,1.3
Prefer not to answer,0.5,0.5,0
What was the modality of the assistance received?,"","",""
cash,36,32,54
vouchers,1,2,0
in kind,41,45,24
Mixed (in-kind and cash/voucher),23,24,17
"Services (e.g., health care, education, PSS, GBV, case management, etc)",14,16,4
Other (please specify),1,1,2
Don't know,0,0,0
Prefer not to answer ,0,0,0
From what source? ,"","",""
International organisations/NGOs ,29,27,35
Local organisations ,28,29,24
Private donations,47,51,33
Government or local authorities ,10,13,0
Religious entities,19,23,4
Other (please specify),2,2,4
Don't know,1,1,2
Prefer not to answer,0,0,0
Are you satisfied with the aid you received?,"","",""
Yes,82.5,81.9,84.8
No,15.3,15.4,15.2
Don't know,1.1,1.4,0
Prefer not to answer,1.1,1.4,0
Why were you not satisfied with the aid received?,"","",""
Quality not good,73.2,79.4,42.9
Quality not good enough,22,17.6,42.9
Prefer not to answer,2.4,2.9,0
Other (please specify),2.4,0,14.3
"In the last year, did you face any barriers to receiving humanitarian assistance?","","",""
No barriers faced in receiving humanitarian assistance,31,29,40
Not aware of any assistance,59,61,52
Lack of consent from actor controlling territory ,1,2,1
Damage to roads leading to area of assistance,0,1,0
Insecurity travelling to area of assistance,4,5,1
Checkpoints or roadblocks ,3,3,4
Presence of explosive hazards,0,0,0
Other (please specify),1,1,1
Don't know,2,1,3
Prefer not to answer,0,0,0
"If you were to receive assistance in the future, what kind of assistance would you prefer to receive?","","",""
Mixed (cash and in-kind),38.5,41.7,26.3
Cash in hand,38.4,36.1,46.8
Do not want to receive assistance,8,8.6,5.2
"Services (e.g., health care, education, PSS, GBV, case management, etc)",6.9,6.3,9.7
"In-kind (house repairs, construction materials, NFIs, etc.)",4.4,3.7,7.8
Cash via bank transfer,1.8,1.8,1.9
Don't know,0.9,0.9,1.3
Prefer not to answer,0.5,0.5,0
Other (please specify),0.3,0.2,0.6
Cash via e-transfer ,0.2,0.1,0.3
Voucher ,0.1,0.1,0
"If you would prefer to receive in-kind assistance, what type of in-kind assistance would you like to receive?","","",""
"Non-food household items (blankets, mattresses, kitchen sets, etc.)",70.7,66.7,79.2
Repairs/rehab work in the shelter,20,21.6,16.7
"Construction materials (cement, wood, tools, etc.)",5.3,5.9,4.2
Don't know,1.3,2,0
Prefer not to answer,1.3,2,0
Other (please specify),1.3,2,0
What is your primary source of information on the humanitarian assistance in your current baladiya of residence?,"","",""
Do not receive information on humanitarian assistance,31.8,32.1,31.5
Community leaders,17.4,15.5,25.6
Family members and friends,14.5,16,7.8
Social media,9.3,9.4,9.1
Charity organization,8.2,8.9,5.2
Humanitarian organization,7.8,8.1,6.5
TV,4.9,4.5,6.5
Don't know,3.7,3.3,4.9
Radio,1.3,1.4,1.3
Government,0.8,0.6,1.3
Prefer not to answer,0.3,0.4,0.3
What type of information would you like to receive from aid providers? ,"","",""
The security situation here,29,27,37
Finding missing people,2,2,3
How to register for aid,36,37,32
Food prices,6,6,5
How to get healthcare/medical attention,27,28,21
"How to replace personal documentation (e.g., birth certificate, ID)",10,10,8
How to get access to education,6,7,2
How to find work,22,24,14
How to get more money/financial support,37,38,29
Information about possible return to place of origin/relocation,7,7,6
How to complain about the aid we are receiving,2,2,1
