data,Libya,no,yes
"Trouble falling asleep, staying asleep or sleeping too much",15,11,19
Felt so nervous that nothing could calm you down,8,4,13
Felt so afraid that nothing could calm you down,5,3,9
Felt so angry that you felt out of control,5,5,6
Prefer not to answer,1,1,2
"Do you have physical or cognitive difficulties (for example: mobility, hearing, sight, communicating) which impact your ability to carry out day-to-day activities such as working, studying, walking, getting dressed, and remembering things?","","",""
No,95.5,96.4,94.9
Yes,3,2.2,4
Prefer not to answer,0.8,1,0.3
Don't know,0.7,0.4,0.8
Do you fall into any of the following categories:,"","",""
Minor difficulties carrying out daily activities but does not need assistance or attention,39.2,38.1,37.9
No difficulty carrying out daily activities,29.4,47.6,17.2
"A lot of difficulty carrying out daily activiites and needs quite a bit of assistance and atention (e.g., for 3-6 hours/day)",11.8,4.8,17.2
"Some difficulties carrying out daily activities and needs some assistance and attention (e.g., for 1-2 hours/day)",11.8,4.8,17.2
Cannot carry out daily activities independently and needs permanent assistance and attention,7.8,4.8,10.3
What was the cause of the disability?,"","",""
"Congenital origin (i.e., present since birth)",41.2,47.6,34.5
Illness,23.5,14.3,31
Road accident,11.8,9.5,13.8
Domestic accident,7.8,9.5,6.9
Prefer not to answer,5.9,4.8,6.9
Shot from war weapon,5.9,4.8,6.9
"Mine, unexploded ordnance (UXO), or improvised explosive device (IED)",2,4.8,0
"Pregnancy complications (i.e., complications to the mother)",2,4.8,0
Do you have adequate access to the health care that you need to treat or manage your condition?,"","",""
"Yes, adequate access",45.1,66.7,31
"Limited access (only sometimes, limited quantity, etc.)",33.3,23.8,37.9
No access,21.6,9.5,31
What are the services that are not available (when needed or prescribed)?,"","",""
Lack of physical therapy and/or rehabilitation,38,43,38
Lack of wheelchair,17,29,14
"Lack of other assistive devices (e.g., prosthetic limbs or hearing aids)",24,43,19
Lack of psychosocial support,34,57,24
Other (please specify),0,0,0
Don't know,21,0,29
Prefer not to answer,3,0,5
1. Boys (6-10),"","",""
Average,0.218241042345277,0.245283018867925,0.193103448275862
2. Boys (11-17),"","",""
Average,0.234527687296417,0.245283018867925,0.220689655172414
3. Girls (6-10),"","",""
Average,0.166123778501629,0.176100628930818,0.158620689655172
4. Girls (11-17) ,"","",""
Average,0.175895765472313,0.163522012578616,0.186206896551724
children_enrolled_calc,"","",""
Average,0.794788273615635,0.830188679245283,0.758620689655172
1. Boys (6-10),"","",""
Average,0.185667752442997,0.19496855345912,0.179310344827586
2. Boys (11-17),"","",""
Average,0.182410423452769,0.20125786163522,0.158620689655172
3. Girls (6-10),"","",""
Average,0.130293159609121,0.138364779874214,0.124137931034483
4. Girls (11-17) ,"","",""
Average,0.146579804560261,0.138364779874214,0.158620689655172
children_attending_calc,"","",""
Average,0.644951140065147,0.672955974842767,0.620689655172414
notattending_notenrolled_school_male,"","",""
Average,0.95114006514658,1.0314465408805,0.862068965517241
notattending_notenrolled_school_female,"","",""
Average,0.58957654723127,0.471698113207547,0.710344827586207
1. Less than 1 month,"","",""
Average,0,0,0
2. 1-3 months,"","",""
Average,0.00568181818181818,0,0.012987012987013
3. 4-6 months,"","",""
Average,0.00568181818181818,0,0.012987012987013
4. More than 6 months,"","",""
Average,0.00568181818181818,0.0103092783505155,0
5. Entire 2018-2019 school year ,"","",""
Average,0.164772727272727,0.11340206185567,0.233766233766234
Never attended school,"","",""
Average,0.525641025641026,0.590909090909091,0.417910447761194
notattending_notenrolled_school_male_calc,"","",""
Average,0.647727272727273,0.65979381443299,0.623376623376623
1. Less than 1 month,"","",""
Average,0.024390243902439,0,0.0447761194029851
2. 1-3 months,"","",""
Average,0,0,0
3. 4-6 months,"","",""
Average,0,0,0
4. More than 6 months,"","",""
Average,0.00813008130081301,0,0.0149253731343284
5. Entire 2018-2019 school year ,"","",""
Average,0.121951219512195,0.0185185185185185,0.208955223880597
Never attended school,"","",""
Average,0.288461538461538,0.354166666666667,0.236363636363636
notattending_notenrolled_school_female_calc,"","",""
Average,0.398373983739837,0.333333333333333,0.462686567164179
What type of education do the children in your household have access to in this baladiya?,"","",""
No access to formal education,31,29,33
Public school,35,33,37
Private school,36,47,26
Koranic school,30,39,20
Other (please specify),3,1,3
Don't know,5,4,5
Prefer not to answer,1,1,1
"Of the school-aged children in your household who are neither enrolled in school nor attending school, why are they not attending school?","","",""
"Problems with school infrastructure, or school is used for other purpose",27,36,19
"Problems with means, transport, materials, or food",28,29,26
"Problems with quality, curriculum, or capacity",30,43,17
Problems with safety and security,33,38,29
"Problems with child's health or behavior, lack of documentation, child marriage or pregnancy, discrimination, or the need for the child to work at home or for a salary",38,44,30
Other (please specify),17,9,25
Don't know,14,14,13
Prefer not to answer,8,8,8
What are the specific problems around school infrastructure that have contributed to the school-aged children not attending school?,"","",""
"Lack of basic amenities at school (potable water, heat, electricity)",79,85,68
Lack of infrastructure (school buildings or classrooms) to accommodate all children,59,62,53
Lack of latrines separated by sex,24,23,26
Local schools overcrowded/lack of space in local schools,36,38,32
School is used for other purpose,59,56,63
Other (please specify),0,0,0
Don't know,5,3,11
Prefer not to answer,2,3,0
"What are the specific problems around means, transport, materials, or food that have contributed to the school-aged children not attending school?","","",""
Distance or transport constraint,73,75,70
School fees or costs,68,66,70
Lack of teaching and learning materials or supplies,32,28,37
Lack of food,14,16,11
Other (please specify),0,0,0
Don't know,2,0,4
Prefer not to answer,2,3,0
"What are the specific problems around quality, curriculum, or capacity that have contributed to the school-aged children not attending school?","","",""
Language,80,79,88
"One or more school level is not available (pre-primary, primary, secondary, tertiary).",58,57,65
Lack of teachers,6,4,12
Poor quality of teaching,23,28,6
Education is not seen as useful,62,60,71
What is taught is not culturally or age appropriate,46,40,59
Other (please specify),0,0,0
Don't know,3,4,0
Prefer not to answer,0,0,0
What are the specific problems around safety and security that have contributed to the school-aged children not attending school?,"","",""
Insecurity on the way to school or in the area (real or perceived),66,61,73
The child joined an armed group or military.,6,7,3
"Emotional or physical abuse by teachers (corporal punishment, humiliation, corporal punishment etc.)",30,29,30
"Emotional or physical abuse by peers (bullying, fighting, discrimination, etc)",55,68,37
Displaced by conflict,8,2,17
Displaced by natural disaster,0,0,0
Abduction/detention,31,34,27
Other (please specify),0,0,0
Don't know,6,5,7
Prefer not to answer,3,2,3
"What are the specific problems around child vulnerabilities (health/behavior, documentation, etc.) that have contributed to the school-aged children not attending school?","","",""
The child has a prolonged illness.,0,0,0
The child has a disability (access issue).,1,0,0
The child is on the move.,43,46,39
Lack of documentation,90,94,87
Child marriage,0,0,0
"Social discrimination (due to ethnicity, religion, poverty, gender, health, disability, or other)",60,62,58
Suspended or expelled for performance or behaviour issues,21,23,19
"The child is pregnant, lactating, or has a child of her own.",1,2,0
The child is busy with chores.,38,40,39
The child works.,11,15,6
Other (please specify),0,0,0
Don't know,0,0,0
Prefer not to answer,1,2,0
Would you like your children in your household that are not attending school to access education while in Libya?,"","",""
Yes,59.5,50,69.6
No,34,39.1,29.4
Prefer not to answer,6.5,10.9,1
Have any children in your household ever faced any of these issues when attending school in Libya?,"","",""
No issues faced by children in the household when attending school,47,53,42
Lack of functioning latrines,17,18,13
Lack of separate and safe toilets for boys and girls,11,9,13
Lack of clean water,14,18,10
Lack of accessibility for students living with disabilities,2,2,0
Overcrowding,11,12,10
Poor quality of teachers,13,17,8
Violence from teachers (excluding sexual violence or harassment),7,2,13
Bullying/violence from other students (excluding sexual violence or harassment),19,11,28
Sexual violence or harassment,1,2,0
Discrimination,20,15,27
Attempted recruitment by armed actors,0,0,0
"School building conversion into other purposes (displaced accommodation, military barracks, etc.)",4,3,5
Other (please specify),1,2,0
Don't know,2,2,3
Prefer not to answer,1,2,0
1. Attending formal Libyan school unofficially,"","",""
Average,0.024390243902439,0.0148148148148148,0.036697247706422
2. Attending unofficial or unrecognised private school,"","",""
Average,0.0284552845528455,0.037037037037037,0.018348623853211
3. Non formal education at NGO centre,"","",""
Average,0,0,0
4. Employer providing professional training,"","",""
Average,0.0772357723577236,0.0962962962962963,0.055045871559633
5. Non-formal education at home,"","",""
Average,0.150406504065041,0.177777777777778,0.119266055045872
6. Non formal education at faith-based organization,"","",""
Average,0.032520325203252,0.037037037037037,0.0275229357798165
7. Non formal education at community centre,"","",""
Average,0.0040650406504065,0,0.00917431192660551
8. Non formal education at Museum/libraries,"","",""
Average,0,0,0
"9, Homeschooling/self-learning","","",""
Average,0.0934959349593496,0.118518518518519,0.0458715596330275
Other (please specify),"","",""
Average,0,0,0
nonformal_education_boys_calc,"","",""
Average,0.410569105691057,0.481481481481481,0.311926605504587
1. Attending formal Libyan school unofficially,"","",""
Average,0.0106382978723404,0.0112359550561798,0.0103092783505155
2. Attending unofficial or unrecognised private school,"","",""
Average,0.0372340425531915,0.0112359550561798,0.0618556701030928
3. Non formal education at NGO centre,"","",""
Average,0,0,0
4. Employer providing professional training,"","",""
Average,0,0,0
5. Non-formal education at home,"","",""
Average,0.0797872340425532,0.0898876404494382,0.0721649484536082
6. Non formal education at faith-based organization,"","",""
Average,0.00531914893617021,0.0112359550561798,0
7. Non formal education at community centre,"","",""
Average,0.0106382978723404,0,0.0206185567010309
8. Non formal education at Museum/libraries,"","",""
Average,0,0,0
"9, Homeschooling/self-learning","","",""
Average,0.0797872340425532,0.101123595505618,0.0618556701030928
Other (please specify),"","",""
Average,0,0,0
nonformal_education_girls_calc,"","",""
Average,0.223404255319149,0.224719101123595,0.22680412371134
How often do your children have access to non-formal education?,"","",""
Never,52.9,50.9,55.6
Five days a week,16,18.2,13.2
Between four and two times per week,10.5,8.8,11.8
Prefer not to answer,8.2,6.9,9.7
Few days per month,6.5,6.9,6.2
Once per week,5.9,8.2,3.5
What type of formal education do refugee and migrant children have access to in this baladiya?  ,"","",""
No access to education,23,18,31
Public school,22,26,17
Private school,30,38,18
Koranic school,19,24,12
Other (please specify),1,1,0
Don't know,34,32,37
Prefer not to answer,1,1,1
What kinds of non-formal education do refugee and migrant children have access to in this location?,"","",""
No access to non formal education,25,19,33
Attending formal Libyan school unofficially,5,6,5
Attending unofficial or unrecognised private school,10,12,6
Non formal education at NGO centre,3,4,2
Employer providing professional training,4,5,3
Non-formal education at home,12,16,7
Non formal education at faith-based organization,10,12,6
Non formal education at community centre,3,3,3
Non formal education at Museum/libraries,1,2,1
"9, Homeschooling/self-learning",12,16,5
Other (please specify),0,0,1
Don't know,42,41,42
Prefer not to answer,1,1,2
Do you feel like you are in danger in this baladiya?,"","",""
No,70.6,75.5,64.7
Yes,25.6,22.5,29.2
Don't know,3.6,2,5.6
Prefer not to answer,0.2,0.1,0.4
Why do you feel in danger?,"","",""
I have no one who can help me,26,26,25
I am afraid of or affected by conflict in my area,31,37,25
I am afraid of being robbed,35,37,34
I was previously robbed,26,24,28
I am afraid of being arrested because of lack of documents,23,22,24
I was previously arrested because lack of documents,11,14,8
I am afraid of being arrested for other reasons (not related to documents),9,8,11
I was previously arrested for other reasons (not related to documents),7,5,9
I was previously threatened,8,6,10
I am afraid of being held captive or detained against my will,17,21,14
I was previously held captive or detained against my will,6,6,6
I am afraid of being kidnapped. ,18,18,18
I was previously kidnapped,5,3,7
I am afraid of being tortured,13,14,12
I was previously tortured,5,4,7
I am afraid of being physically harassed (not sexually),6,6,6
I previously suffered from physical harassment (not sexual),1,1,2
I previously suffered from verbal harassment,16,18,14
I am afraid of being sexually harassed,2,2,2
I previously suffered from sexual harassment,1,0,1
I am afraid of or affected by enviromental hazards,0,1,0
I am afraid of or affected by mine/ UXO risks,1,1,1
Other (please specify),0,0,0
Don't know,1,0,1
Prefer not to answer,0,0,0
You said that you feel in danger in this baladiya. How do you try to avoid these risks?,"","",""
There is nothing I can do to avoid the risk,9,4,16
I avoid walking/staying alone,44,44,43
I avoid walking out at night time,70,73,68
I am cautious not to be noticed by strangers,12,13,12
I avoid taking always the same streets/routines,12,13,12
I always carry my belongings/savings with me,4,4,4
I hand my belongings/savings to a friend in Libya,9,11,7
I use a cashier,2,1,2
I carry a weapon to defend myself,3,4,2
I lock up the house,26,31,22
I move to another location,2,1,3
I stay inside/hidden until the situation improved,7,10,5
I seek protection by a Libyan,16,21,10
I seek protection by other refugees or migrants,4,6,3
Other (please specify),1,1,0
Don't know,0,1,0
Prefer not to answer,0,0,0
What would make you feel safer/less vulnerable to the dangers in Libya?,"","",""
Having a shelter,26,21,32
Being with family or friends,36,33,40
Having a phone to communicate and ask for help,12,12,11
Having more economic resources,5,1,9
Being able to speak Arabic,23,25,22
Having the support of a Libyan person,45,55,34
Having official or ID documents,23,24,22
Having a job,8,8,9
Knowing other migrants who speak my language,17,15,19
Being a man,6,6,6
Being a woman ,5,7,3
Other (please specify),1,0,1
Don't know,3,1,5
Prefer not to answer,0,0,0
Property documents,19,21,15
Family book,19,23,15
Certificate of nationality,28,33,24
Passport,72,79,65
National ID card,28,31,24
Residence Certificate,55,54,57
Birth certificate,8,10,7
Refugee card,31,38,24
Other (please specify),1,0,2
Don't know,2,0,4
Prefer not to answer,0,0,0
What do you think are the safety and security concerns for refugee and migrant children (under 18) in your baladiya?,"","",""
None,32,37,26
Being robbed,41,37,47
Being threatened with violence,14,14,14
Being kidnapped ,15,14,16
Suffering from torture ,4,4,5
Suffering from physical harassment (not sexual) ,9,9,8
Suffering from verbal harassment ,17,19,14
Suffering from sexual harrassment,3,3,3
Being killed,6,7,5
Being arrested or detained ,15,13,16
Being exploited,19,15,25
Other (please specify),0,0,0
Don't know,8,7,9
Prefer not to answer,0,0,1
Are girls and boys affected differently by the dangerous situations you mentioned?,"","",""
Boys are more affected,50.9,44,60.1
Girls are more affected,29.2,32.9,24.7
No,19.9,23.1,15.2
Have you been able to move freely around this baladiya during all of the last year?,"","",""
Yes,71,72,70.4
No,26.4,26.7,25.6
Don't know,2.2,1.1,3.2
Prefer not to answer,0.5,0.2,0.8
Why were you unable to move freely around this baladiya?,"","",""
Conflict or insecurity,65,72,55
Lack of money to travel,13,9,20
Lack of means of  transportation,7,7,9
I was kidnapped,4,1,8
I was arrested or detained,11,10,13
I was afraid of being arrested,41,42,40
Other (please specify),2,1,3
Don't know,1,1,2
Prefer not to answer,1,1,1
How long were you unable to move freely for?,"","",""
more than a year,32.8,33.2,31.7
three to less than six months,14.3,11.6,18.3
six months to a year,14.3,14.3,14
less than one week,10.8,15.8,3.8
one to less than three months,8.6,8.9,8.6
two weeks - less than one month,8.1,6.9,10.2
one week - less than two weeks,5.1,5.4,4.8
Don't know,4.8,3.5,6.5
Prefer not to answer,1.1,0.4,2.2
Presence of explosive hazards,"","",""
No,90.7,88.4,93.9
Yes,8.3,10.7,5.1
Prefer not to answer,0.9,0.9,1
What course of action did you take?,"","",""
No action taken,68.5,69.2,64.9
Contacted local authorities,19.6,20.2,18.9
Contacted hotline/emergency services                      ,3.5,3.8,2.7
"Self-help (i.e., cleared the explosive hazard themselves)",3.5,3.8,2.7
Don't know,2.8,1,8.1
Contacted a mine action authority (specify),1.4,1,2.7
Prefer not to answer,0.7,1,0
Have you received any form of information on the risk of explosive hazards? ,"","",""
No,81.6,76,89.4
Yes,16.6,22.3,9
Don't know,1.7,1.6,1.7
Prefer not to answer,0.1,0.1,0
"From what source? 
","","",""
Training session                      ,1,1,0
Presentation/briefing,8,8,9
Community representative (i.e.m a focal point going around talking to people),36,38,32
Social media ,51,54,43
Conventional media (TV/radio/newspaper),42,43,42
"Posters, flyers, or other printed material ",41,40,45
School,4,3,3
Other (please specify),2,2,2
Don't know,2,0,8
Prefer not to answer,0,0,0
"Have you been harmed as a result of being exposed to an explosive hazards in the past? (Do not include being harmed by a household or work-related explosion, such as from a gas cylinder. This question relates only to weapons-related explosions.)","","",""
No,98.7,99.6,98.1
Yes,0.8,0.3,1.5
Prefer not to answer,0.5,0.1,0.4
"Have you received any received any rehabilitation, health care, special assistance, or government assistance for your injury or impairment?","","",""
"Yes, financial support",14,0,18
"Yes, psychological and psychosocial support",7,0,9
"Yes, support in physical therapy and functional rehabilitation",7,33,0
"Yes, donation of mobility devices (wheelchairs, crutches, etc.)",0,0,0
"Yes, donation of prosthesis & orthotics (artificial limb, externally applied device, etc.)",0,0,0
Assistance needed but none received,43,0,55
Do not need assistance,14,33,9
Other (please specify),0,0,0
Don't know,7,0,9
Prefer not to answer,14,33,9
Public hospital ,18,0,40
Private clinic,0,0,0
Family,9,0,20
Private donations,18,50,20
Local NGO,0,0,0
Municipal authorities,0,0,0
Religious authorities,0,0,0
International NGO,18,0,40
Social Solidarity Fund,0,0,0
Libyan doctor outside medical facility ,9,0,20
Non-Libyan doctor ,9,0,20
Other (please specify),0,0,0
Don't know,9,0,0
Prefer not to answer,36,50,0
Which of the following services have you needed to access during the past year in Libya?,"","",""
None,38,38,38
"Public hospital, ",23,22,24
"Private hospital or clinic, ",20,22,18
Mental health and psychosocial support,3,3,3
Sexual and reproductive health services,3,4,2
Gender-based violence assistance,2,2,2
"Public education, ",5,5,7
Private education,4,3,4
"Banking, ",9,10,8
"Police assistance, ",8,9,8
"Rental accommodation, ",15,13,18
Legal services (solicitor/lawyer),4,5,4
Assistance from humanitarian organisations,13,9,17
Transport,8,10,5
Information on available basic services,6,7,6
Other (please specify),1,1,1
Don't know,2,1,3
Prefer not to answer,0,0,0
"1. Public hospital,","","",""
Was able to access without assistance,45.4,57.3,32.2
Was able to access with the help of Libyan friends or colleagues,35.7,33.2,37.3
Was not able to access,18.9,9.5,30.5
Why did you not have access to this service?,"","",""
I was deliberately excluded by the service providers,18,35,11
I had no money to pay for it,35,30,37
I was unable to move freely,14,25,9
I had no documents to access it,20,15,22
There was poor access or transport to the service,4,5,4
I did not know where to find the service,8,0,11
I could not speak the language of the service providers,5,10,4
Other (please specify),4,5,4
Don't know,18,5,22
Prefer not to answer,0,0,0
2. Private hospital,"","",""
Was able to access without assistance,44.3,57.2,22.7
Was able to access with the help of Libyan friends or colleagues,43.4,37.7,53.1
Was not able to access,12.2,5.1,24.2
Why did you not have access to this service?,"","",""
I was deliberately excluded by the service providers,14,27,10
I had no money to pay for it,76,73,77
I was unable to move freely,0,0,0
I had no documents to access it,14,0,19
There was poor access or transport to the service,5,0,6
I did not know where to find the service,2,0,3
I could not speak the language of the service providers,2,9,0
Other (please specify),0,0,0
Don't know,2,0,3
Prefer not to answer,0,0,0
3. Public education,"","",""
Was not able to access,48.9,40.9,55.1
Was able to access without assistance,35.1,45.5,26.5
Was able to access with the help of Libyan friends or colleagues,16,13.6,18.4
Why did you not have access to this service?,"","",""
I was deliberately excluded by the service providers,17,28,11
I had no money to pay for it,37,28,44
I was unable to move freely,9,6,11
I had no documents to access it,39,50,33
There was poor access or transport to the service,9,6,11
I did not know where to find the service,7,0,11
I could not speak the language of the service providers,9,17,4
Other (please specify),4,0,7
Don't know,9,6,11
Prefer not to answer,2,0,0
4. Private education,"","",""
Was not able to access,45.5,36.4,53.1
Was able to access with the help of Libyan friends or colleagues,28.8,33.3,25
Was able to access without assistance,25.8,30.3,21.9
Why did you not have access to this service?,"","",""
I was deliberately excluded by the service providers,13,25,6
I had no money to pay for it,63,75,53
I was unable to move freely,3,8,0
I had no documents to access it,30,42,18
There was poor access or transport to the service,7,8,6
I did not know where to find the service,13,17,12
I could not speak the language of the service providers,23,50,6
Other (please specify),0,0,0
Don't know,17,0,29
Prefer not to answer,0,0,0
5. Banking,"","",""
Was not able to access,49,37.1,68.4
Was able to access with the help of Libyan friends or colleagues,31.6,36.1,24.6
Was able to access without assistance,19.4,26.8,7
Why did you not have access to this service?,"","",""
I was deliberately excluded by the service providers,36,33,38
I had no money to pay for it,18,25,10
I was unable to move freely,4,3,5
I had no documents to access it,45,61,28
There was poor access or transport to the service,13,19,8
I did not know where to find the service,14,3,26
I could not speak the language of the service providers,13,19,8
Other (please specify),9,0,18
Don't know,4,3,5
Prefer not to answer,0,0,0
6. Police assistance,"","",""
Was able to access with the help of Libyan friends or colleagues,60.4,71.3,44.6
Was not able to access,27.1,17.2,41.1
Was able to access without assistance,12.5,11.5,14.3
Why did you not have access to this service?,"","",""
I was deliberately excluded by the service providers,28,47,17
I had no money to pay for it,8,7,9
I was unable to move freely,10,0,17
I had no documents to access it,31,27,35
There was poor access or transport to the service,3,7,0
I did not know where to find the service,10,0,17
I could not speak the language of the service providers,8,7,9
Other (please specify),10,7,9
Don't know,10,0,17
Prefer not to answer,3,7,0
7. Rental accommodation,"","",""
Was able to access with the help of Libyan friends or colleagues,65.3,68.5,61.8
Was not able to access,17.8,13.7,21.4
Was able to access without assistance,17,17.7,16.8
Why did you not have access to this service?,"","",""
I was deliberately excluded by the service providers,0,0,0
I had no money to pay for it,65,65,64
I was unable to move freely,0,0,0
I had no documents to access it,13,24,7
There was poor access or transport to the service,2,0,4
I did not know where to find the service,22,29,18
I could not speak the language of the service providers,2,6,0
Other (please specify),0,0,0
Don't know,7,0,11
Prefer not to answer,0,0,0
8. Legal services (solicitor/lawyer),"","",""
Was able to access with the help of Libyan friends or colleagues,76.4,82.6,65.4
Was not able to access,13.9,8.7,23.1
Was able to access without assistance,9.7,8.7,11.5
Why did you not have access to this service?,"","",""
I was deliberately excluded by the service providers,10,0,17
I had no money to pay for it,50,75,33
I was unable to move freely,10,0,17
I had no documents to access it,10,0,17
There was poor access or transport to the service,10,0,17
I did not know where to find the service,10,25,0
I could not speak the language of the service providers,10,0,17
Other (please specify),0,0,0
Don't know,0,0,0
Prefer not to answer,0,0,0
9. Assistance from humanitarian organisations ,"","",""
Was not able to access,47,28.9,60.3
Was able to access with the help of Libyan friends or colleagues,42.9,68.9,23.8
Was able to access without assistance,10,2.2,15.9
Why did you not have access to this service?,"","",""
I was deliberately excluded by the service providers,10,12,9
I had no money to pay for it,3,4,3
I was unable to move freely,10,12,9
I had no documents to access it,7,15,4
There was poor access or transport to the service,5,8,4
I did not know where to find the service,71,77,68
I could not speak the language of the service providers,2,4,1
Other (please specify),0,0,0
Don't know,11,0,14
Prefer not to answer,0,0,0
10. Transport,"","",""
Was able to access without assistance,57.8,60.4,50
Was able to access with the help of Libyan friends or colleagues,31.9,34.4,26.3
Was not able to access,10.4,5.2,23.7
Why did you not have access to this service?,"","",""
I was deliberately excluded by the service providers,0,0,0
I had no money to pay for it,64,60,67
I was unable to move freely,14,0,22
I had no documents to access it,0,0,0
There was poor access or transport to the service,0,0,0
I did not know where to find the service,0,0,0
I could not speak the language of the service providers,0,0,0
Other (please specify),0,0,0
Don't know,21,20,22
Prefer not to answer,7,20,0
Have you encountered any refugee or migrant children under 18 that were working in this baladiya within the last year?,"","",""
No,38.4,41.2,34.2
"Yes, I encountered boys working",36,40,31.3
"Yes, I encountered both boys and girls working",16.8,13.1,21.8
Don't know,6.3,3.4,10.3
"Yes, I encounter girls working",1.6,1.2,2.2
Prefer not to answer,0.9,1,0.3
How many refugee or migrant children under 18 that were working in this baladiya did you encounter within the last year?,"","",""
11-20; ,36.6,39.1,33.4
1-10; ,30.9,33.4,27.2
21-50; ,17,18.4,15.2
51-100; ,9.2,6.6,12.7
more than 100,3.4,1.5,6
Don't know,2.8,0.8,5.5
Prefer not to answer,0.1,0.2,0
"Have you encountered any UASC (refugee or migrant children unaccompanied by their parents, relatives or legal guardian) in this baladiya within the last year?","","",""
No,61.5,62.4,60.9
Yes,26.5,28.4,24.1
Don't know,10.7,7.6,14.6
Prefer not to answer,1.3,1.6,0.4
What are your migration intentions for the next 6 months?,"","",""
Stay in my current location in Libya,46,54.7,35.3
Leave Libya,34.1,30.1,39.4
Move to another location in Libya,15.1,12,19.3
Don't know,3.9,2.7,5
Prefer not to answer,0.9,0.5,1.1
Why do you have these migration intentions?,"","",""
For employment/economic reasons,71,74,68
For security reasons,22,22,23
To be with family/friends,13,13,13
I came to Libya with the plan to travel to another country,9,6,13
I came to Libya with the plan to return home after a short amount of time,8,8,8
Other (please specify),3,2,3
Don't know,2,1,3
Prefer not to answer,2,2,2
How long do you plan to stay in Libya for?,"","",""
More than 1 year,55.1,53.5,58.6
Don't know,23.8,26.1,18.9
Between 6 and 12 months,20.7,20.2,21.7
Prefer not to answer,0.4,0.2,0.8
Where do you want to go after Libya?,"","",""
Europe,60.9,55.5,67.1
Return to home country,34.1,41.1,26.6
Elsewhere,2.7,0.7,4.5
Don't know,1,1,1
Another African country,0.9,1.4,0.3
Prefer not to answer,0.3,0.3,0.3
What are your top 3 priority needs?,"","",""
Access to cash,73,71,75
Food,54,49,62
Water,12,11,12
Shelter support,20,18,22
Medical care,34,40,27
Sanitation services,2,2,1
Electricity or fuel,8,10,6
Access to means of communication (mobile phone network coverage or mobile phone credit),4,5,4
Household or hygiene items,2,1,2
Employment (livelihood opportunities),44,44,45
Vocational training,5,5,4
Education for children,7,8,6
Child-friendly spaces or activities,1,1,1
"Explosive hazard clearance, risk education, or services for survivors",1,1,1
Gender-based violence support,2,2,1
"Psychosocial support (e.g., counseling)",4,6,2
"Legal assistance (e.g., civil documentation, house/land/property, family law)",4,6,2
Other (please specify),1,1,1
Don't know,0,0,0
Prefer not to answer,0,0,0
Did you receive humanitarian assistance during the previous 6 months?,"","",""
No,83.2,86.3,79.8
Yes,15.6,13,19.1
Don't know,0.6,0.4,0.8
Prefer not to answer,0.5,0.3,0.3
What was the modality of the assistance received?,"","",""
cash,36,35,37
vouchers,1,0,3
in kind,41,40,44
Mixed (in-kind and cash/voucher),23,20,26
"Services (e.g., health care, education, PSS, GBV, case management, etc)",14,18,11
Other (please specify),1,2,0
Don't know,0,0,0
Prefer not to answer ,0,0,0
From what source? ,"","",""
International organisations/NGOs ,29,19,38
Local organisations ,28,29,27
Private donations,47,56,40
Government or local authorities ,10,15,6
Religious entities,19,22,17
Other (please specify),2,2,3
Don't know,1,1,1
Prefer not to answer,0,0,1
Are you satisfied with the aid you received?,"","",""
Yes,82.5,92.1,73.4
No,15.3,7.1,23
Don't know,1.1,0.8,1.4
Prefer not to answer,1.1,0,2.2
Why were you not satisfied with the aid received?,"","",""
Quality not good,73.2,44.4,81.2
Quality not good enough,22,44.4,15.6
Prefer not to answer,2.4,11.1,0
Other (please specify),2.4,0,3.1
"In the last year, did you face any barriers to receiving humanitarian assistance?","","",""
No barriers faced in receiving humanitarian assistance,31,31,31
Not aware of any assistance,59,61,58
Lack of consent from actor controlling territory ,1,1,2
Damage to roads leading to area of assistance,0,1,0
Insecurity travelling to area of assistance,4,4,4
Checkpoints or roadblocks ,3,2,4
Presence of explosive hazards,0,0,0
Other (please specify),1,0,2
Don't know,2,1,2
Prefer not to answer,0,0,0
"If you were to receive assistance in the future, what kind of assistance would you prefer to receive?","","",""
Mixed (cash and in-kind),38.5,34,45.6
Cash in hand,38.4,38.1,38.4
Do not want to receive assistance,8,11.8,3
"Services (e.g., health care, education, PSS, GBV, case management, etc)",6.9,8.5,4.8
"In-kind (house repairs, construction materials, NFIs, etc.)",4.4,4.5,4.3
Cash via bank transfer,1.8,1.8,1.9
Don't know,0.9,0.5,1
Prefer not to answer,0.5,0.3,0.4
Other (please specify),0.3,0.3,0.3
Cash via e-transfer ,0.2,0.1,0.3
Voucher ,0.1,0.1,0
"If you would prefer to receive in-kind assistance, what type of in-kind assistance would you like to receive?","","",""
"Non-food household items (blankets, mattresses, kitchen sets, etc.)",70.7,70.5,71
Repairs/rehab work in the shelter,20,20.5,19.4
"Construction materials (cement, wood, tools, etc.)",5.3,4.5,6.5
Don't know,1.3,2.3,0
Prefer not to answer,1.3,2.3,0
Other (please specify),1.3,0,3.2
What is your primary source of information on the humanitarian assistance in your current baladiya of residence?,"","",""
Do not receive information on humanitarian assistance,31.8,39.2,23
Community leaders,17.4,15.1,20.8
Family members and friends,14.5,11.4,18.7
Social media,9.3,8.4,10.1
Charity organization,8.2,8.1,8.4
Humanitarian organization,7.8,6.3,9.6
TV,4.9,5.7,3.7
Don't know,3.7,3.1,3.9
Radio,1.3,1.4,1.2
Government,0.8,0.9,0.6
